idx,rot_sign,SMILES,point_group,is_point_group_chiral,point_group_noH,is_point_group_noH_chiral
039349,1,C[C@H]1CCCC[C@@]1(c1ccccc1)N1CCCCC1,C1,True,C1,True
039350,1,COC(=O)[C@@H](C)COCOCc1ccccc1,C1,True,C1,True
039351,1,COC(=O)C1=C(C(=O)O)[C@H]2C[C@@H]1[C@@H]1OC(C)(C)O[C@@H]12,C1,True,C1,True
039352,1,CS[C@@H]1[C@@H](NC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C1,True,C1,True
039353,1,C[C@H]1NCO[C@H]1c1ccccc1,C1,True,C1,True
039354,1,CC(=O)C[C@H]1CCCOC1(C)C,C1,True,C1,True
039355,1,CC1(C)C(=O)O[C@@H]2CC=C[C@@H]21,C1,True,C1,True
039356,1,C=CC[C@H](O)C[C@H](O)CCc1ccccc1,C1,True,C1,True
039357,1,COC(=O)C1=C(C)NC(C)=C(C(=O)OCOC(=O)C(C)(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,C1,True,C1,True
039358,1,CSc1ccc([C@H](O)[C@H](N)CO)cc1,C1,True,C1,True
039359,1,C=CC[C@@H]1C[C@H]2CO[C@H](c3ccccc3)N2C1=O,C1,True,C1,True
039360,1,C=CC[C@H]1C[C@H]2CO[C@H](c3ccccc3)N2C1=O,C1,True,C1,True
039361,1,CCCN1CCC=C2c3nc(N)sc3CC[C@H]21,C1,True,C1,True
039362,1,C=C[C@H](O)[C@@H]1OC(C)(C)O[C@@H]1[C@H](O)CO[Si](C)(C)C(C)(C)C,C1,True,C1,True
039363,1,CCCN(CCc1ccccc1)[C@@H]1CCc2c(O)cccc2C1,C1,True,C1,True
039364,1,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@H]1C,C1,True,C1,True
039365,1,CC1(C)OC[C@H]([C@H]2OC(=O)C[C@H]2O)O1,C1,True,C1,True
039366,1,O[C@@H]1C[C@@H](OCc2ccccc2)C[C@@H]2O[C@H]12,C1,True,C1,True
039367,1,C#C/C=C\C[C@@H](Cl)[C@H]1CC=CC[C@H]([C@H](Br)CC)O1,C1,True,C1,True
039368,1,COC(=O)C[C@H](CC#N)OCc1ccccc1,C1,True,C1,True
039369,1,CC1(C)CCC[C@]2(C)C3=C(CC(=O)[C@@H]12)C(=O)OC3,C1,True,C1,True
039370,1,CC(=O)O[C@H]1C=C[C@@H](O)[C@@H]1COCc1ccccc1,C1,True,C1,True
039371,1,CCOP(=O)(C/N=C1\C[C@H]2CC[C@]1(C)C2(C)C)OCC,C1,True,C1,True
039372,1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)[C@@H]1CCC[C@H]1C(=O)O,C1,True,C1,True
039373,1,C=CCO[C@H]1[C@H]2OC3(CCCCC3)O[C@H]2[C@H](O)[C@@H](O)[C@@H]1OCC=C,C1,True,C1,True
039374,1,CC(C)=CCN1Cc2c(F)ccc([N+](=O)[O-])c2NC[C@@H]1C,C1,True,C1,True
039375,1,CC(C)=CCN1Cc2c(Cl)ccc([N+](=O)[O-])c2NC[C@@H]1C,C1,True,C1,True
039376,1,COc1cc([C@H]2OCC3C2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,C1,True,C1,True
039377,1,C=CCO[C@@H]1[C@@H](OCC=C)[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@H](OCc2ccccc2)[C@H]1OCC=C,C1,True,C1,True
039378,1,C[C@@H]1CC[C@H]2CC(=O)OC[C@H]21,C1,True,C1,True
039379,1,C=C(C)[C@H]1C[C@@H](C(=O)OC)C1(C)C,C1,True,C1,True
039380,1,O=C(O)C[C@H]1CCc2ccccc21,C1,True,C1,True
039381,1,CCCCCC[C@H](C)Oc1ccccc1,C1,True,C1,True
039382,1,CC1=C[C@]2(C)[C@@H](O)C[C@H]3[C@H](C)CC[C@]32[C@H]1C,C1,True,C1,True
039383,1,CCOC(=O)CC[C@H]1OC(C)(C)O[C@H]1CO,C1,True,C1,True
039384,1,COC(=O)C[C@@H](O)c1cccc(OC)c1,C1,True,C1,True
039385,1,C=CCO[C@H](C(=O)OCC)c1ccccc1,C1,True,C1,True
039386,1,CC(C)(C)[Si](C)(C)O[C@@H]1[C@@H](OCc2ccccc2)[C@@H]2O[C@H]1CC2=O,C1,True,C1,True
039387,1,C/C=C1/CN2[C@H]3C[C@@H]1[C@H](CO)[C@@H]2Cc1c3n(C)c2ccccc12,C1,True,C1,True
039388,1,COc1ccc([C@H]2OCC3C2CO[C@H]3c2ccc(OC)c(OC)c2)cc1OC,C1,True,C1,True
039389,1,CCOC(=O)[C@@H]1CSC(C)=N1,C1,True,C1,True
039390,1,C[C@@H](N)c1cc(O)no1,C1,True,C1,True
039391,1,CC[C@H](C)CC(=O)C(C)(C)C,C1,True,C1,True
039392,1,C[C@H](O)C(C)(C)C(=O)O,C1,True,C1,True
039393,1,C=C[C@@H](C)CCOC(C)=O,C1,True,C1,True
039394,1,CC[C@@H](CC(=O)OC)C(C)C,C1,True,C1,True
039395,1,C[C@H]1C[C@@H](O)C=CO1,C1,True,C1,True
039396,1,COC(=O)CCCCCCC[C@H](C)O,C1,True,C1,True
039397,1,C=C(C)[C@@H]1CC[C@](C)(Br)[C@@H](Br)C1,C1,True,C1,True
039398,1,CC(C)=CCC/C(C)=C/C[C@@H](C)[C@@H](C)CC=O,C1,True,C1,True
039399,1,CC(C)=C1CC[C@@]2(C)CCCC(C)=C2C1,C1,True,C1,True
039400,1,C=C(C)[C@@H]1CC[C@@H](C)CC(=O)C1,C1,True,C1,True
039401,1,O=C1O[C@@H]2[C@@H](Br)[C@@H]3C[C@H]1[C@H]2O3,C1,True,C1,True
039402,1,CCCCCC#C[S@@](=O)c1ccc(C)cc1,C1,True,C1,True
039403,1,CCCCCCC#C[S@@](=O)c1ccc(C)cc1,C1,True,C1,True
039404,1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)C(=O)Cl,C1,True,C1,True
039405,1,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2=Cc1ccccc1,C1,True,C1,True
039406,1,CN(C[C@@H](O)c1ccccc1)C(=O)OC(C)(C)C,C1,True,C1,True
039407,1,c1ccc([C@H]2CCC[C@@H]2B2OCCCO2)cc1,C1,True,C1,True
039408,1,[C-]#[N+]CS(=O)(=O)[C@H]1C[C@H](C)CC[C@H]1C(C)C,C1,True,C1,True
039409,1,CCCCCCCCCC[C@@H]1OC(C)(C)O[C@@H]1CCCC(=O)O,C1,True,C1,True
039410,1,CC1=C(CO)[C@@]2(C)CC[C@H](OCc3ccccc3)C(C)(C)[C@@H]2CC1,C1,True,C1,True
039411,1,CSCC[C@@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,C1,True,C1,True
039412,1,NC1=N[C@@]23CCCN2C(=O)c2cc(Br)c(Br)n2[C@H]3N1,C1,True,C1,True
039413,1,COc1cc(O)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@@H](O)C2=O,C1,True,C1,True
039414,1,O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]2c2cc3c(c(O)c21)OCO3,C1,True,C1,True
039415,1,C=CC[C@@]1(CC)C[C@@H](COC(c2ccccc2)(c2ccccc2)c2ccccc2)OC1=O,C1,True,C1,True
039416,1,CN1[C@H]2O[C@H]3Cc4cc5c(cc4[C@@H]1[C@@]3(C)c1ccc3c(c12)OCO3)OCO5,C1,True,C1,True
039418,1,COc1ccc(C(c2ccccc2)(c2ccc(OC)cc2)N2C(=O)N[C@@H]3[C@H](CCCCCO)SC[C@@H]32)cc1,C1,True,C1,True
039419,1,COc1c(O)c2c3c4c1Oc1cc5c(cc1O4)[C@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)NCC5,C1,True,C1,True
039420,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)C[C@H](O[C@H]2[C@@H](OC(C)=O)C[C@H](O[C@H]3[C@@H](OC(C)=O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](OC(C)=O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,C1,True,C1,True
039421,1,CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1ccc(OC(C)=O)c(OC(C)=O)c1)[C@@H](OC(C)=O)[C@H]2c1c(OC(C)=O)cc(OC(C)=O)c2c1O[C@H](c1ccc(OC(C)=O)c(OC(C)=O)c1)[C@@H](OC(C)=O)C2,C1,True,C1,True
039422,1,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,C1,True,C1,True
039423,1,C=C[C@@H](O)C/C=C\CCCCC,C1,True,C1,True
039424,1,CC1(C)O[C@H](CCO)C(C)(C)O1,C1,True,C1,True
039425,1,CCCO[S@@](=O)C(C)(C)C,C1,True,C1,True
039426,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,C1,True,C1,True
039427,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,C1,True,C1,True
039428,1,C=C[C@H](C/C=C\CCCCC)OC(C)=O,C1,True,C1,True
039429,1,CC1=CC2=C(C(C)C)CC[C@H](C)[C@H]2CC1,C1,True,C1,True
039430,1,C=C(C)[C@@H](CC=C(C)C)OC(C)=O,C1,True,C1,True
039431,1,C[C@H]1CC(=O)C[C@H]2CCCCN21,C1,True,C1,True
039432,1,O[C@H](C/C=C\Cl)c1ccccc1,C1,True,C1,True
039433,1,CC1=CC[C@H](/C(C)=C/C=O)CC1,C1,True,C1,True
039434,1,C[C@]12C=CC(=O)[C@@]1(C)C=CC(=O)C2,C1,True,C1,True
039435,1,C=CCN[S@@](=O)c1ccc(C)cc1,C1,True,C1,True
039436,1,CC[C@H](O)CC(=O)OCc1ccccc1,C1,True,C1,True
039437,1,COc1ccc2cc(C(=O)[C@H](C)Br)ccc2c1,C1,True,C1,True
039438,1,C[C@]12C(=O)OC(=O)[C@H]1[C@H]1C=C[C@@H]2C1,C1,True,C1,True
039439,1,CN1C[C@@]2(C)C[C@@H]1Cc1ccc(O)cc12,C1,True,C1,True
039440,1,COC(=O)[C@@H]1C(=O)[C@]2(C)CC[C@H]1C2(C)C,C1,True,C1,True
039441,1,CCC(=O)O[C@@H](c1ccccc1)[C@@H](C)N(C)C,C1,True,C1,True
039442,1,CC(=O)OCC[C@H](COC(C)=O)OC(C)=O,C1,True,C1,True
039443,1,C[C@@H](CC(=O)O)CS(=O)(=O)c1ccccc1,C1,True,C1,True
039444,1,CC(C)CC(=O)C[C@@]1(C)CC[C@H](c2ccoc2)O1,C1,True,C1,True
039445,1,C[C@@H](COC(=O)Nc1ccccc1)C(=O)O,C1,True,C1,True
039446,1,CC1(C)COC2(C[C@H]3CC(O[Si](C)(C)C)=C[C@H]3C2)OC1,C1,True,C1,True
039447,1,COc1ccc2cc(C(=O)[C@H](C)Br)ccc2c1Br,C1,True,C1,True
039448,1,CC1=C(CCc2ccoc2)[C@@]2(C)CC[C@H](O)C(C)(C)[C@@H]2CC1,C1,True,C1,True
039449,1,COc1ccccc1O[C@H](CCCl)c1ccccc1,C1,True,C1,True
039450,1,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3CC1C2C,C1,True,C1,True
039451,1,BrC[C@H](OCc1ccccc1)[C@H](CBr)OCc1ccccc1,C2,True,C2,True
039452,1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1O[C@@]1(C)CC/C=C(\C)CCC=C(C)C,C1,True,C1,True
039453,1,COC(=O)[C@@]1(C)CCC(=O)C(C)=C1/C=C/C(C)=C\CCC(C)=O,C1,True,C1,True
039454,1,COc1cc(C[C@@H](NC(=O)c2ccccc2)C(=O)O)ccc1O,C1,True,C1,True
039455,1,COc1ccc(C[C@H]2NCCc3cc(O)c(OC)cc32)cc1O,C1,True,C1,True
039456,1,C[C@@H](COC(c1ccccc1)(c1ccccc1)c1ccccc1)OS(C)(=O)=O,C1,True,C1,True
039457,1,COc1ccc([C@H]2Oc3cc(OC)c(Br)c(OC)c3C[C@@H]2O)cc1OC,C1,True,C1,True
039458,1,CC[C@@]12C=CCN3CC[C@@]4(C(=C(C(=O)OC)C1)Nc1cc(OC)ccc14)[C@H]32,C1,True,C1,True
039459,1,CO[C@@H](C(=O)N(C1CCCCC1)C1CCCCC1)[C@@H](OC)C(=O)N(C1CCCCC1)C1CCCCC1,C1,True,C1,True
039460,1,CC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O)C1)C(=O)c1ccccc1C3=O,C1,True,C1,True
039461,1,C/C1=C\C[C@@H]2C[C@@H](C[C@]3(CC[C@H](C)[C@@H](C)O3)O2)OC(=O)c2cc(C)c(O)cc2/C(C)=C/C=C/[C@H](C)C1,C1,True,C1,True
039463,1,CC/C=C/N1C(=O)CC[C@H]1CO,C1,True,C1,True
039464,1,CC1=CC[C@]2(CC1=O)[C@H](C)CC[C@@H]2C(C)C,C1,True,C1,True
039465,1,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3OC4(C)CC[C@@H]1[C@]32OO4,C1,True,C1,True
039466,1,C/C(C=O)=C\CC[C@@H](C)CCO,C1,True,C1,True
039467,1,O=C1N[C@@H]2[C@H](O1)[C@@H]1C=C[C@H]2C1,C1,True,C1,True
039468,1,CN1C(=O)Nc2ccccc2[C@@]12NC(=O)NC2=O,C1,True,C1,True
039469,1,O[C@@H](CF)COC(c1ccccc1)(c1ccccc1)c1ccccc1,C1,True,C1,True
039470,1,COC(=O)CC[C@@H]1c2c(c3ccccc3n2C)C[C@H](C(=O)OC)N1Cc1ccccc1,C1,True,C1,True
039472,1,COc1ccc(C[C@@H]2c3cc4c(cc3CCN2C)OCO4)c(C=O)c1OC,C1,True,C1,True
039473,1,CSc1ccc([C@@H](O)[C@@H](N)CO)cc1,C1,True,C1,True
039474,1,CCO[C@H]1O[C@@H]2c3cc4c(cc3CCN(C)[C@@H]2c2ccc3c(c21)OCO3)OCO4,C1,True,C1,True
039476,1,CCCCCC[C@H](C)CBr,C1,True,C1,True
039477,1,C=C1CC[C@H](CC=O)C1(C)C,C1,True,C1,True
039478,1,CC(C)(C)OC(=O)N[C@]1(C(=O)OC(C)(C)C)C[C@@H]1CO,C1,True,C1,True
039479,1,NC(=O)C[C@@H](CO)N(Cc1ccccc1)Cc1ccccc1,C1,True,C1,True
039480,1,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)Cc1ccccc1,C1,True,C1,True
039481,1,O=C(O)C[C@](O)(C(=O)O)[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,C1,True,C1,True
039482,1,CC(=O)OCC1=C2/C(=C\[C@]3(C)CC[C@@](O)(O3)[C@](C)(O)C[C@@H]2OC(C)=O)OC1=O,C1,True,C1,True
039483,1,C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)[C@@H](CC(C)C)c1c(OC)c(C=O)c(OC)c(C=O)c1OC)C2(C)C,C1,True,C1,True
039486,1,O=C1CCCC[C@]1(O)CO,C1,True,C1,True
039487,1,CCC(=O)O[C@H](C)CCCCC[C@@H](C)CC,C1,True,C1,True
039488,1,CC(=O)O[C@@H](C)CCC[N+](=O)[O-],C1,True,C1,True
039489,1,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/CO,C1,True,C1,True
039490,1,CCC[C@@H](O)COS(=O)(=O)c1ccc(C)cc1,C1,True,C1,True
039491,1,CCCCCC[C@@H](O)COS(=O)(=O)c1ccc(C)cc1,C1,True,C1,True
039492,1,CCCCCCCCCCCCC[C@H]1OC(=O)[C@@H](C)[C@@H]1C(=O)OC,C1,True,C1,True
039493,1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)C=C=CC(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,C1,True,C1,True
039494,1,O[C@@H]1C=C[C@H](COC(c2ccccc2)(c2ccccc2)c2ccccc2)C1,C1,True,C1,True
039495,1,CC(C)[C@H]1CC[C@H](C)C[C@H]1S,C1,True,C1,True
039496,1,CCCCCCCCCCCCO[C@@H](C)CO,C1,True,C1,True
039497,1,CC1=C(C)[C@](C)(C(=O)O)CC1,C1,True,C1,True
039498,1,[2H]C1([2H])CC[C@@H](C)C([2H])([2H])C1=O,C1,True,C1,True
039499,1,COC(=O)[C@H]1CC(O)C[C@@H]1C(=O)OC,C1,True,C1,True
039500,1,C=CC(C)(C)C(=O)[C@@H](C)[C@@H]1CC[C@](C)(C=C)O1,C1,True,C1,True
039501,1,CC1(C)OC[C@H](COc2cccc3ccccc23)O1,C1,True,C1,True
039502,1,CC1(C)OC[C@@H]([C@H]2OC(=O)C(=O)C2=O)O1,C1,True,C1,True
039503,1,CC(=O)CCC1=C(C)C(=O)C[C@H]2C(C)(C)CCC[C@]12C,C1,True,C1,True
039504,1,O=C1Nc2ccc([N+](=O)[O-])cc2C(=O)N2CCC[C@@H]12,C1,True,C1,True
039505,1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)[C@@H]1CCC[C@H]1C(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,C1,True,C1,True
039507,1,OC[C@H]1O[C@@H](Oc2ccc([C@H]3Oc4cc(O)cc(O)c4C[C@@H]3O)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,C1,True,C1,True
039509,1,COc1cc([C@H]2OC[C@]3(O)[C@@H](c4ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c(OC)c4)OC[C@H]23)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C1,True,C1,True
039510,1,COc1cc([C@H]2Oc3c(OC)cc(/C=C/CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3[C@@H]2CO)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C1,True,C1,True
039511,1,OCC[C@@H]1CCC[C@@H]1O,C1,True,C1,True
039512,1,CC[C@H](O)[C@@H](C)C(C)=O,C1,True,C1,True
039513,1,C[C@@H](C(=O)O)[C@@H](O)C(C)(C)C,C1,True,C1,True
039514,1,C=C1[C@H]2CC[C@H](C2)[C@@]1(C)CO,C1,True,C1,True
039515,1,C=C1[C@H]2CC[C@H](C2)[C@@]1(C)C=O,C1,True,C1,True
039516,1,C=C/C=C/[S@@](=O)c1ccc(C)cc1,C1,True,C1,True
039517,1,C[C@H]1CC(=O)C[C@H]2[C@@H](C1)C2(C)C,C1,True,C1,True
039518,1,N[C@@H]1CCCC[C@@H]1Cc1ccccc1,C1,True,C1,True
039519,1,C[S@@](=O)c1ccc(C(C)(C)C)cc1,C1,True,C1,True
039520,1,CC(=O)O[C@H]1C=CC(=O)O[C@@H]1C,C1,True,C1,True
039521,1,CC(=O)O[C@H]1C=C(C)CC[C@@H]1C(C)C,C1,True,C1,True
039522,1,C[C@]1(CBr)[C@@H]2CC[C@@]1(CBr)C(=O)C2,C1,True,C1,True
039523,1,C=C[C@@]1(C)CCC[C@@]2(C)OC(=O)C[C@H]12,C1,True,C1,True
039524,1,C[C@H](N)Cc1ccc(C(F)(F)F)cc1,C1,True,C1,True
039525,1,CCCCCCCCCCOC(=O)[C@@H](N)CC(C)C,C1,True,C1,True
039526,1,CC(C)[C@H]1C=Cc2ccccc2[C@@H]1CO,C1,True,C1,True
039527,1,C[C@H](O)CC(c1ccccc1)c1ccccc1,C1,True,C1,True
039528,1,C[C@H](O)[C@H]1C(=O)N[C@H]1C#C[Si](C)(C)C,C1,True,C1,True
039529,1,C=C[C@H](CCC)S(=O)(=O)c1ccc(C)cc1,C1,True,C1,True
039530,1,[2H][C@@H]1[C@]([2H])(C(=O)O)[C@@]1([2H])c1ccccc1,C1,True,C1,True
039531,1,C=CCC1([C@H](C)C#CCC)C(=O)NC(=S)NC1=O,C1,True,C1,True
039532,1,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(C)=S,C1,True,C1,True
039533,1,CC(C)[C@](O)(C(=O)OCC1=CC[N+]2([O-])CC[C@@H](O)[C@@H]12)[C@@H](C)O,C1,True,C1,True
039534,1,CCCCC[C@H](O)/C=C/[C@@]1(F)[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC,C1,True,C1,True
039535,1,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1[C@@H](CO)C(=O)OC,C1,True,C1,True
039536,1,COc1cc([C@H]2OC[C@@H]3[C@@H](c4ccc(OC)c(OC)c4)OC[C@]23O)ccc1O,C1,True,C1,True
039537,1,COC(=O)[C@H]1Cc2c3n(c4ccccc24)C(=O)CC[C@@H]3N1Cc1ccccc1,C1,True,C1,True
039538,1,COC(=O)[C@H]1Cc2c3n(c4ccccc24)C(=O)CC[C@H]3N1Cc1ccccc1,C1,True,C1,True
039539,1,C[C@@H](NC(=O)c1ccnc(-c2cc(C(=O)N[C@H](C)c3ccccc3)ccn2)c1)c1ccccc1,C1,True,C1,True
039540,1,CC[C@@H](CO)[C@@H](CC)CO,C1,True,C1,True
039541,1,C#C[C@H](N)CC,C1,True,C1,True
039542,1,CCCCCC[C@H](C)O[Si](C)(C)C,C1,True,C1,True
039543,1,C[C@H](F)C(=O)Cl,C1,True,C1,True
039544,1,OC1CC[C@H](CBr)O1,C1,True,C1,True
039545,1,CC(=O)O[C@H]1C[C@@]23C[C@@H]([C@@H]1C)C(C)(C)[C@@H]2CC[C@H]3C,C1,True,C1,True
039546,1,CCC[C@@H](O)[C@@H](O)c1cc(OC)cc(=O)o1,C1,True,C1,True
039547,1,O=C(O)CC[C@@H]1CCCO1,C1,True,C1,True
039548,1,CCCCC(=O)C[C@@H](O)C1CCCCC1,C1,True,C1,True
039549,1,CC/C=C/[C@@H]1COC(=O)[C@@H]1/C=C/CC,C1,True,C1,True
039550,1,CC(=O)OC[C@H]1C[C@@H](CO)[C@@H]2OC(C)(C)O[C@H]12,C1,True,C1,True
039551,1,O=C(O)[C@@H]1C[C@H](Cc2nnn[nH]2)CCN1,C1,True,C1,True
039552,1,CC1=C(Sc2ccc(C)cc2)[C@@H]2CC(C)(C)CC[C@H]2C(C)(C)O1,C1,True,C1,True
039553,1,CCOC(=O)[C@@H]1[C@H]2[C@@H]3C[C@H](C[C@@H]2C=C[C@@H]1C)C(=O)O3,C1,True,C1,True
039554,1,N[C@H]1CSCON2CCc3c([nH]c4ccccc34)[C@@H]12,C1,True,C1,True
039555,1,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(N=C=S)cc13,C1,True,C1,True
039556,1,CC[C@@H](C(C)C)[C@H](O)[C@@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](OC)[C@]45C[C@H]4CC[C@]5(C)[C@H]3CC[C@]12C,C1,True,C1,True
039557,1,CC(C)[S@](=O)O[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H]1COC(C)(C)O1,C1,True,C1,True
039558,1,O=C(O)[C@H]1CCCN(CCOC(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,C1,True,C1,True
039559,1,CC1=C(C(=O)O)[C@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCOC(=O)C(C)(C)C)=C(C)N1,C1,True,C1,True
039560,1,O[C@H](CSc1ncnc2[nH]cnc12)CN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,C1,True,C1,True
039561,1,C[C@@H](CCO)CCCO[Si](C)(C)C(C)(C)C,C1,True,C1,True
039562,1,COC(=O)C[C@H](C)CCCO,C1,True,C1,True
039563,1,C[C@@H](CC=O)CCCO[Si](C)(C)C(C)(C)C,C1,True,C1,True
039564,1,O[C@@H]1c2ccsc2C=C[C@@H]1O,C1,True,C1,True
039565,1,C=CCN(Cc1ccccc1)[C@@H](C)CO,C1,True,C1,True
039567,1,C=C[C@@H](O)C(C)(C)C,C1,True,C1,True
039568,1,C[C@@H]1C[C@@H](CO)OC1=O,C1,True,C1,True
039569,1,CCCC[C@H]1CNC(=O)C1,C1,True,C1,True
039570,1,CC(=O)OC[C@]1(CO)CO1,C1,True,C1,True
039571,1,CCCC[C@H](N)C#Cc1ccccc1,C1,True,C1,True
039572,1,CC[C@]1(C2=CCCCC2)C(=O)NC(=O)N(C)C1=O,C1,True,C1,True
039573,1,Cc1cccc([C@]23SCCN2C(=O)c2ccccc23)c1,C1,True,C1,True
039574,1,COC(=O)[C@@H]1CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@]23C=C[C@H]13,C1,True,C1,True
039575,1,O=C(O)CC[C@@H](CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCCc1cccnc1,C1,True,C1,True
039576,1,CCCCCCCCCC[C@H](OC(C)=O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1,C1,True,C1,True
039577,1,[C-]#[N+][C@@H](C)CC,C1,True,C1,True
039578,1,CC1(C)[C@@H]2CC[C@@]1(C)C(=S=O)C2,C1,True,C1,True
039579,1,C[C@]12CC[C@H](C(Br)(Br)C1=O)[C@]2(C)CBr,C1,True,C1,True
039580,1,N[C@@H](CCC(=O)NNc1ccc(C(=O)O)cc1)C(=O)O,C1,True,C1,True
039581,1,COc1cc2c(cc1OCc1ccccc1)[C@H](Cc1ccc(O)cc1)N(C)CC2,C1,True,C1,True
039583,1,C[C@H](S)[C@H](C)S,C1,True,C1,True
039584,1,C/C=C\[C@@H](O)C(C)C,C1,True,C1,True
039585,1,CCCCOC(=O)[C@@H](C)Br,C1,True,C1,True
039586,1,CCCC[C@H](O)[C@@H]1CCC(=O)O1,C1,True,C1,True
039587,1,C[C@@H]1CNCC[C@@H]1Nc1ccccc1,C1,True,C1,True
039588,1,COc1cccc(C[C@H](N)c2ccccc2)c1,C1,True,C1,True
039589,1,C[C@]1(c2ccccc2)CCC(=O)NC1=O,C1,True,C1,True
039590,1,CC[C@H](C(=O)c1ccc(OC)cc1)c1ccccc1,C1,True,C1,True
039591,1,CCCN(Cc1ccccc1)[C@@H]1CCc2c(cccc2OC)C1,C1,True,C1,True
039592,1,C=C(C)[C@@H]1CCC2=C[C@H](C/C(C)=C\C(=O)/C=C(/C)C(=O)C1)OC2=O,C1,True,C1,True
039595,1,CC1(C)[C@H]2CC[C@H](C2)[C@]1(C)Cl,C1,True,C1,True
039596,1,CC[C@H](CCl)c1ccccc1,C1,True,C1,True
039597,1,C=C(C)[C@@H]1CCC[C@H](C)C1,C1,True,C1,True
039598,1,CO[C@@H](CC#N)[C@H](CC#N)OC,C2,True,C2,True
039599,1,C=C[C@@H](C)Nc1ccccc1,C1,True,C1,True
039600,1,C[C@H](O)CCCCCCCCCCCCCCCC(=O)O,C1,True,C1,True
039601,1,CC(C)C[C@](O)(C(=O)O)[C@H](O)C(=O)O,C1,True,C1,True
039602,1,COC(=O)[C@](C)(C#N)Cc1ccccc1,C1,True,C1,True
039603,1,CCOC(=O)[C@](C)(OCc1ccccc1)C(=O)O,C1,True,C1,True
039604,1,CCOC(=O)[C@](C)(OCc1ccccc1)C(=O)Cl,C1,True,C1,True
