id,SMILES,canon_SMILES,specific_rotation,specific_rotation_computed
24684433,CO[C@@H]1C[C@](CO)(CC2=CC(C)=CC=C2)CO1,CO[C@@H]1C[C@](CO)(Cc2cccc(C)c2)CO1,23.8,183.57
24684434,CO[C@@H]1C[C@](CO)(CC2=CC(OC)=CC=C2)CO1,COc1cccc(C[C@]2(CO)CO[C@H](OC)C2)c1,80.5,95.13
24684443,CO[C@@H]1C[C@](CO)(COCC2=CC=CC=C2)CO1,CO[C@@H]1C[C@](CO)(COCc2ccccc2)CO1,69.7,281.22
24684446,CO[C@@H]1C[C@](CO)(CC2CCCCC2)CO1,CO[C@@H]1C[C@](CO)(CC2CCCCC2)CO1,76.0,120.04
26482798,CCCCC1=CC2=CC=CC=C2[C@H](C)O1,CCCCC1=Cc2ccccc2[C@H](C)O1,-3.6,325.75
26482823,[2H][C@@]1(C)OC(=CC2=C1C=CC=C2)C1=CC=CC=C1,[2H][C@@]1(C)OC(c2ccccc2)=Cc2ccccc21,33.0,277.13
26493677,CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)[C@@]2(C)C1,CC1=CC=C2C(=O)c3ccccc3C(=O)[C@@]2(C)C1,37.1,17.82
26493691,CC1=CC(=O)C2=CC=C(C[C@]2(C)C1=O)C1=CC=CO1,CC1=CC(=O)C2=CC=C(c3ccco3)C[C@]2(C)C1=O,-206.5,-329.38
26493694,CCCC1=CC=C2C(=O)C=C(C)C(=O)[C@@]2(C)C1,CCCC1=CC=C2C(=O)C=C(C)C(=O)[C@@]2(C)C1,-25.9,498.21
26493695,CC1=CC(=O)C2=CC=C(C[C@]2(C)C1=O)C(C)(C)C,CC1=CC(=O)C2=CC=C(C(C)(C)C)C[C@]2(C)C1=O,-94.1,-274.34
26623868,O=C(C[C@H](C#C)C1=CC=CC=C1)C1=CC=CC=C1,C#C[C@@H](CC(=O)c1ccccc1)c1ccccc1,-4.98,45.3
26623874,FC1=CC=C(C=C1)C(=O)C[C@H](C#C)C1=CC=CC=C1,C#C[C@@H](CC(=O)c1ccc(F)cc1)c1ccccc1,-4.7,55.06
26623878,CC1=CC=C(C=C1)C(=O)C[C@H](C#C)C1=CC=CC=C1,C#C[C@@H](CC(=O)c1ccc(C)cc1)c1ccccc1,-3.81,44.52
26623887,O=C(C[C@H](C#C)C1=CC=CC=C1)C1=CC=CS1,C#C[C@@H](CC(=O)c1cccs1)c1ccccc1,-12.2,20.34
26623891,CCCC(=O)C[C@H](C#C)C1=CC=CC=C1,C#C[C@@H](CC(=O)CCC)c1ccccc1,3.34,178.81
26623893,O=C(C[C@H](C#C)C1=CC=CC=C1)CC1=CC=CC=C1,C#C[C@@H](CC(=O)Cc1ccccc1)c1ccccc1,-1.23,50.37
26623898,[H][C@@](C#C)(C1=CC=CC=C1)[C@@]1([H])CCCCC1=O,C#C[C@H](c1ccccc1)[C@H]1CCCCC1=O,39.4,24.68
26623907,FC1=CC=C(C=C1)[C@H](CC(=O)C1=CC=CC=C1)C#C,C#C[C@@H](CC(=O)c1ccccc1)c1ccc(F)cc1,2.31,25.81
26623909,CC1=CC=C(C=C1)[C@H](CC(=O)C1=CC=CC=C1)C#C,C#C[C@@H](CC(=O)c1ccccc1)c1ccc(C)cc1,-7.29,28.87
26623913,O=C(C[C@H](C#C)C1=CC=CS1)C1=CC=CC=C1,C#C[C@@H](CC(=O)c1ccccc1)c1cccs1,8.43,31.57
26669546,C#C[C@@H](N1CCOCC1)C1=CC=CC=C1,C#C[C@H](c1ccccc1)N1CCOCC1,-7.96,32.06
26669547,ClC1=C(C=CC=C1)[C@H](C#C)N1CCOCC1,C#C[C@@H](c1ccccc1Cl)N1CCOCC1,-75.8,-53.61
26669549,ClC1=CC=CC(=C1)[C@H](C#C)N1CCOCC1,C#C[C@@H](c1cccc(Cl)c1)N1CCOCC1,-42.1,-59.39
26669550,ClC1=CC=C(C=C1)[C@H](C#C)N1CCOCC1,C#C[C@@H](c1ccc(Cl)cc1)N1CCOCC1,-37.3,-44.83
26669551,FC1=CC=C(C=C1)[C@H](C#C)N1CCOCC1,C#C[C@@H](c1ccc(F)cc1)N1CCOCC1,-44.4,-37.13
26669554,CC1=CC=C(C=C1)[C@H](C#C)N1CCOCC1,C#C[C@@H](c1ccc(C)cc1)N1CCOCC1,-36.4,-65.84
26669555,COC1=CC=C(C=C1)[C@H](C#C)N1CCOCC1,C#C[C@@H](c1ccc(OC)cc1)N1CCOCC1,-32.2,-77.38
26669556,C#C[C@H](N1CCOCC1)C1=CC2=CC=CC=C2C=C1,C#C[C@@H](c1ccc2ccccc2c1)N1CCOCC1,-14.5,-107.18
26669557,C#C[C@H](N1CCOCC1)C1=CC=CS1,C#C[C@@H](c1cccs1)N1CCOCC1,-59.3,98.52
26669558,C#C[C@@H](N1CCCCC1)C1=CC=CC=C1,C#C[C@H](c1ccccc1)N1CCCCC1,-42.5,30.75
26669560,C#C[C@@H](N1CCCC1)C1=CC=CC=C1,C#C[C@H](c1ccccc1)N1CCCC1,-43.4,70.47
26669561,C#C[C@@H](N1CCCC2=C1C=CC=C2)C1=CC=CC=C1,C#C[C@H](c1ccccc1)N1CCCc2ccccc21,-29.2,-190.49
26669562,C#C[C@@H](N1CCC2=CC=CC=C12)C1=CC=CC=C1,C#C[C@H](c1ccccc1)N1CCc2ccccc21,-54.1,23.39
26669563,CN([C@H](C#C)C1=CC=CC=C1)C1=CC=CC=C1,C#C[C@H](c1ccccc1)N(C)c1ccccc1,-6.8,484.99
26669564,C#C[C@H](NC1=CC=CC=C1)C1=CC=CC=C1,C#C[C@H](Nc1ccccc1)c1ccccc1,-50.1,141.91
26684344,[H][C@]1(CC=C(C)[C@H](O)C1)[C@@H](C)CN(Cl)CC#C,C#CCN(Cl)C[C@H](C)[C@@H]1CC=C(C)[C@H](O)C1,23.8,-137.04
26717994,COC(OC)[C@@H]1CCC[C@H]1CN(=O)=O,COC(OC)[C@@H]1CCC[C@H]1C[N+](=O)[O-],-15.0,18.26
26719250,C[C@H]1CC(=O)OC2=C1C(=O)CCC2,C[C@H]1CC(=O)OC2=C1C(=O)CCC2,-7.0,45.09
26757901,CC(C)[C@H](N(CC=C)C(=O)OC(C)(C)C)C(C)=O,C=CCN(C(=O)OC(C)(C)C)[C@H](C(C)=O)C(C)C,161.91,-211.65
26763671,C[C@H]1CC2=C(O1)C=CC(C)=C2,Cc1ccc2c(c1)C[C@H](C)O2,-14.8,-31.92
26768651,[H][C@]1(NCCC2=CC=CC=C12)[C@H](CC)CO,CC[C@H](CO)[C@@H]1NCCc2ccccc21,2.3,-139.87
26769833,COCO[C@H](C=C)C(C)(C)OC(=O)C=C,C=CC(=O)OC(C)(C)[C@@H](C=C)OCOC,-64.0,24.55
26773585,CCOC(=O)[C@@]1(N)CC2=C(C1)C=C(C=C2)C#N,CCOC(=O)[C@@]1(N)Cc2ccc(C#N)cc2C1,8.0,11.14
26784872,OC1=C(SC[C@H]2CO2)C=CC=C1,Oc1ccccc1SC[C@H]1CO1,-43.5,-9.8
26784873,O[C@@H]1COC2=CC=CC=C2SC1,O[C@@H]1COc2ccccc2SC1,36.7,-82.9
26787087,CC(C)OC(=O)[C@@H](O)C1=CC=CC2=CC=CC=C12,CC(C)OC(=O)[C@@H](O)c1cccc2ccccc12,93.18,-174.74
26787088,CC(C)OC(=O)[C@@H](O)C1=CC2=CC=CC=C2C=C1,CC(C)OC(=O)[C@@H](O)c1ccc2ccccc2c1,85.71,-200.58
26787705,C[C@@H]1CCC\C=C\C=C/C(=O)O1,C[C@@H]1CCC/C=C/C=C\C(=O)O1,-112.3,-257.23
26825528,C[C@H]1COC2=CC(C)=C3C(C=O)=CC(C)=C3C=C12,Cc1cc(C=O)c2c(C)cc3c(cc1-2)[C@@H](C)CO3,30.7,-441.31
26847660,COC(=O)C1(C[C@@H]1N1C(=O)CCC1=O)C(=O)OC,COC(=O)C1(C(=O)OC)C[C@@H]1N1C(=O)CCC1=O,38.475,75.67
26889133,C[C@H](O[Si](C)(C)C(C)(C)C)C1=CC=CO1,C[C@H](O[Si](C)(C)C(C)(C)C)c1ccco1,-23.6,-57.1
26941311,COC(=O)[C@]1(C\C=C/CCCN1)C1=CC=CC=C1,COC(=O)[C@@]1(c2ccccc2)C/C=C\CCCN1,-4.8,-300.52
26973561,[H][C@]12OC(C)(C)O[C@]1([H])[C@@H](O)[C@@H](OC)O[C@@H]2C,CO[C@H]1O[C@H](C)[C@H]2OC(C)(C)O[C@@H]2[C@H]1O,134.3,227.18
26973569,[H][C@]12OC(C)(C)O[C@@]1([H])[C@@H](OC)O[C@H](C)[C@H]2O,CO[C@H]1O[C@H](C)[C@@H](O)[C@H]2OC(C)(C)O[C@@H]12,148.0,85.36
26973579,[H][C@]12C[C@](O)(C[C@@]3([H])OC(C)(C)O[C@@]13[H])C(=O)O2,CC1(C)O[C@H]2[C@@H]3C[C@](O)(C[C@H]2O1)C(=O)O3,9.4,45.69
26973580,[H][C@@]12C[C@@](O)(C[C@H](O)[C@]1([H])OC(C)(C)O2)C(=O)OC,COC(=O)[C@]1(O)C[C@H](O)[C@@H]2OC(C)(C)O[C@@H]2C1,6.0,27.32
26986110,[H][C@]12CC=C(C)[C@]([H])(C1)C(=NC2(C)C)C1=CC=CC=C1,CC1=CC[C@H]2C[C@@H]1C(c1ccccc1)=NC2(C)C,33.4,-302.88
27024961,CC(=C)C[C@@](C)(F)C(=O)C1=CC=CC=C1,C=C(C)C[C@@](C)(F)C(=O)c1ccccc1,-42.8,-36.29
27049028,CC[C@@H]1C[C@@H](OC(=O)C1)SC1=CC=CC=C1,CC[C@H]1CC(=O)O[C@@H](Sc2ccccc2)C1,-11.9,-119.76
27058956,O[C@@H](CN1C(=O)C2=C(C=CC=C2)C1=O)C=C,C=C[C@@H](O)CN1C(=O)c2ccccc2C1=O,-2.0,25.03
27076348,CC(=O)C[C@@H](O)COCC1=CC=CC=C1,CC(=O)C[C@@H](O)COCc1ccccc1,16.4,-153.69
27099824,CC=C[C@@H](O)CC(=O)SCCNC(C)=O,CC=C[C@@H](O)CC(=O)SCCNC(C)=O,-17.65,297.89
27156648,CC1=CC=C(C=C1)[C@@]1(CC=C)CCCCC1=O,C=CC[C@]1(c2ccc(C)cc2)CCCCC1=O,225.0,350.87
27197781,COC(=O)[C@@H](C)[C@@H](C1CC1)C1=CC=C(O)C=C1,COC(=O)[C@@H](C)[C@H](c1ccc(O)cc1)C1CC1,75.65,81.18
27415591,C[C@H](NCC#C)C(=O)OCC1=CC=CC=C1,C#CCN[C@@H](C)C(=O)OCc1ccccc1,-17.3,-252.81
27416627,C[C@H](O)[C@@H](O)\C=C\C=C1/OC(=O)C=C1,C[C@H](O)[C@@H](O)/C=C/C=C1/C=CC(=O)O1,12.5,213.56
27416629,C[C@H](O)[C@@H](O)\C=C\C=C1\OC(=O)C=C1,C[C@H](O)[C@@H](O)/C=C/C=C1\C=CC(=O)O1,43.5,-139.5
27531630,[H][C@@]1(CN[C@@H](C)C2=CC=CC=C2)CC2=CC=CC=C2N1,C[C@H](NC[C@@H]1Cc2ccccc2N1)c1ccccc1,-35.0,-225.68
27603028,CC[C@@]1(C)N=C(C)C(=O)N1CCC1=CC=CC=C1,CC[C@@]1(C)N=C(C)C(=O)N1CCc1ccccc1,6.05,160.84
27638461,FC(F)(F)[C@@H](CN(=O)=O)C1=CSC=C1,O=[N+]([O-])C[C@@H](c1ccsc1)C(F)(F)F,48.2,82.56
27638463,FC(F)(F)[C@H](CC1=CC=CC=C1)CN(=O)=O,O=[N+]([O-])C[C@@H](Cc1ccccc1)C(F)(F)F,-12.2,-29.65
27638464,CCCCCCC[C@H](CN(=O)=O)C(F)(F)F,CCCCCCC[C@H](C[N+](=O)[O-])C(F)(F)F,1.8,-78.44
27638471,CC1=CC=C(C=C1)[C@H](CN(=O)=O)C(F)(F)F,Cc1ccc([C@H](C[N+](=O)[O-])C(F)(F)F)cc1,17.8,79.13
27638475,CC1=CC(=CC=C1)[C@H](CN(=O)=O)C(F)(F)F,Cc1cccc([C@H](C[N+](=O)[O-])C(F)(F)F)c1,49.4,103.9
27638478,CC1=CC=CC=C1[C@H](CN(=O)=O)C(F)(F)F,Cc1ccccc1[C@H](C[N+](=O)[O-])C(F)(F)F,19.0,92.61
27638479,FC1=CC=C(C=C1)[C@H](CN(=O)=O)C(F)(F)F,O=[N+]([O-])C[C@@H](c1ccc(F)cc1)C(F)(F)F,42.8,65.71
27638484,COC1=CC=C(C=C1)[C@H](CN(=O)=O)C(F)(F)F,COc1ccc([C@H](C[N+](=O)[O-])C(F)(F)F)cc1,45.0,68.77
27643874,[H][C@]12COC(=O)C1=CC[C@]1(C)C3=CC=CC=C3CC[C@@]21[H],C[C@]12CC=C3C(=O)OC[C@@H]3[C@@H]1CCc1ccccc12,-29.4,386.33
27643875,[H][C@@]12CCC3=CC=CC=C3[C@@]1(C)CCC1=C2COC1=O,C[C@]12CCC3=C(COC3=O)[C@@H]1CCc1ccccc12,-25.1,80.33
27699965,C[C@@]1(C[C@@]1(Br)C(O)=O)C1=CC=CC=C1,C[C@]1(c2ccccc2)C[C@@]1(Br)C(=O)O,52.95,14.03
27699982,OC(=O)[C@]1(Br)C[C@@H]1C1=CC=CC=C1,O=C(O)[C@]1(Br)C[C@@H]1c1ccccc1,148.6,104.58
27705936,C[C@@]12C[C@]1(CC1(C)OCCO1)CNC2,CC1(C[C@@]23CNC[C@]2(C)C3)OCCO1,-17.78,19.74
27708136,[H][C@]12C[C@]([H])(C=C1)C(=C)[C@@H]2C(=O)N1CCOC1=O,C=C1[C@H](C(=O)N2CCOC2=O)[C@@H]2C=C[C@H]1C2,92.0,-61.78
27712813,C=C1CCC[C@@]1(C(=O)C1=CC=CS1)N(=O)=O,C=C1CCC[C@@]1(C(=O)c1cccs1)[N+](=O)[O-],93.8,626.91
27712820,CC(C)OC(=O)[C@@]1(CCCCC1=C)C(C)=O,C=C1CCCC[C@@]1(C(C)=O)C(=O)OC(C)C,69.7,239.81
27712822,CCC(=O)[C@]1(CCC1=C)C(=O)OC(C)(C)C,C=C1CC[C@@]1(C(=O)CC)C(=O)OC(C)(C)C,69.7,158.56
27712823,CCOC(=O)[C@]12CCCC1=CCCC2=O,CCOC(=O)[C@]12CCCC1=CCCC2=O,-123.4,-165.84
27712825,[H][C@]12CCC=C3CCC[C@]13C(=O)C(=C2)C(=O)OC,COC(=O)C1=C[C@H]2CCC=C3CCC[C@@]32C1=O,-59.4,6.46
27712826,[H][C@]12CCC=C3CCC[C@]13C(=O)C=C2,O=C1C=C[C@H]2CCC=C3CCC[C@@]132,-83.3,-8.2
27712827,[H][C@@]12CCC(=O)[C@@]11CCCC1=CCC2,O=C1CC[C@H]2CCC=C3CCC[C@@]132,-29.6,-218.31
27712828,COC(=O)[C@@]1([C@H](C)CCC1=C)C(C)=O,C=C1CC[C@@H](C)[C@@]1(C(C)=O)C(=O)OC,77.4,285.74
27712834,C[C@@H]1CCC(=C)[C@@]11C(C)=NN(C1=O)C1=CC=CC=C1,C=C1CC[C@@H](C)[C@@]12C(=O)N(c1ccccc1)N=C2C,-79.6,47.44
27713403,C[Si](C)(C)C#C[C@@H](CCC1=CC=CC=C1)C=C,C=C[C@@H](C#C[Si](C)(C)C)CCc1ccccc1,10.0,-611.71
27713415,C=C[C@H](CCC1=CC=CC=C1)C#CC1=CCCCC1,C=C[C@@H](C#CC1=CCCCC1)CCc1ccccc1,20.0,582.41
27738891,[H][C@]1(CC=CC(=O)O1)[C@H](O)[C@H](Cl)C1=CC=CC=C1,O=C1C=CC[C@@H]([C@H](O)[C@H](Cl)c2ccccc2)O1,-114.0,313.73
27764932,C[C@H](O)\C=C\[C@@H](C)CO[Si](C)(C)C(C)(C)C,C[C@H](O)/C=C/[C@@H](C)CO[Si](C)(C)C(C)(C)C,4.5,128.94
27767622,COC(=O)[C@@]1(CCCC1=O)C1=CC=CC=C1,COC(=O)[C@]1(c2ccccc2)CCCC1=O,8.0,-308.63
27767639,CCCC[C@]1(CCCC1=O)C(=O)OC,CCCC[C@@]1(C(=O)OC)CCCC1=O,23.3,-40.6
27767640,CCCCCC[C@]1(CCCC1=O)C(=O)OC,CCCCCC[C@@]1(C(=O)OC)CCCC1=O,21.1,-50.54
27767641,COC(=O)[C@@]1(CCCC1=O)C1CC1,COC(=O)[C@]1(C2CC2)CCCC1=O,26.0,55.81
27767863,[H][C@@]12OC(C)(C)O[C@]1([H])C(CO)=CC2=O,CC1(C)O[C@@H]2C(CO)=CC(=O)[C@@H]2O1,-22.9,-85.28
27774579,COC1=C(C=CC=C1)[C@@H](O)C1=CC=C(Cl)C=C1,COc1ccccc1[C@@H](O)c1ccc(Cl)cc1,44.34,-528.7
27794213,COC[C@@H]1[C@@H](C)C2=CC=CC=C2N1C(=O)OC,COC[C@@H]1[C@@H](C)c2ccccc2N1C(=O)OC,-9.53,-2.97
27794216,CC[C@H]1[C@H](OC)C2=CC=CC=C2N1C(=O)OC,CC[C@H]1[C@H](OC)c2ccccc2N1C(=O)OC,-27.6,-157.02
27794942,C[C@@H](CO)C1=C(F)C=CC=C1,C[C@@H](CO)c1ccccc1F,13.5,36.77
27827321,CC1=CC=C2NC(=O)[C@@]3(CC=CC(=O)O3)C2=C1,Cc1ccc2c(c1)[C@]1(CC=CC(=O)O1)C(=O)N2,-41.0,145.19
27827325,FC1=CC=C2NC(=O)[C@@]3(CC=CC(=O)O3)C2=C1,O=C1C=CC[C@]2(O1)C(=O)Nc1ccc(F)cc12,-25.0,151.32
27827326,CC1=CC=C2C(NC(=O)[C@@]22CC=CC(=O)O2)=C1,Cc1ccc2c(c1)NC(=O)[C@@]21CC=CC(=O)O1,-25.0,156.15
27827327,CC1=CC(C)=C2NC(=O)[C@@]3(CC=CC(=O)O3)C2=C1,Cc1cc(C)c2c(c1)[C@]1(CC=CC(=O)O1)C(=O)N2,-21.8,113.72
27827360,O=C1NC2=CC=CC=C2[C@]11CC=CC(=O)O1,O=C1C=CC[C@]2(O1)C(=O)Nc1ccccc12,-26.5,173.41
27867482,[H][C@@]12C[C@@](O)(CC[C@@]1(C)[C@H](O)CCC2=O)C(C)C,CC(C)[C@]1(O)CC[C@@]2(C)[C@H](O)CCC(=O)[C@@H]2C1,-12.7,-8.69
27870036,O[C@@H]1CCC(=O)C=C1Br,O=C1C=C(Br)[C@H](O)CC1,-26.9,131.44
27873541,CON(C)C(=O)[C@@H]1COC2=CC=CC=C2N1,CON(C)C(=O)[C@@H]1COc2ccccc2N1,-33.45,-298.72
27921406,CCC[C@@H](OC(C)=O)C1=C(C)C=CC=C1,CCC[C@@H](OC(C)=O)c1ccccc1C,-48.1,140.87
27921408,CC(=O)O[C@H](CC=C)C1=CC=C(C=C1)C#N,C=CC[C@@H](OC(C)=O)c1ccc(C#N)cc1,-11.6,327.33
27921421,COC1=CC=CC(=C1)[C@](C)(O)CC=C,C=CC[C@@](C)(O)c1cccc(OC)c1,38.5,268.62
27921427,C[C@@](O)(CC=C)C1=CC(=CC=C1)C#N,C=CC[C@@](C)(O)c1cccc(C#N)c1,31.0,8.4
27930529,O[C@H]1CCN([C@H]1C=C)C(=O)OCC1=CC=CC=C1,C=C[C@H]1[C@@H](O)CCN1C(=O)OCc1ccccc1,-1.09,136.96
27930717,COC1=CC=C(COC[C@H](O)[C@H](C)C=C)C=C1,C=C[C@@H](C)[C@@H](O)COCc1ccc(OC)cc1,6.0,158.0
27939202,N#C[C@@H](NC1=NC2=CC=CC=C2S1)C1=CC=CO1,N#C[C@@H](Nc1nc2ccccc2s1)c1ccco1,95.9,-107.28
27943293,[H][C@@]1(C[C@@H](C(C)=O)C1(C)C)[C@@]1([H])CN(C(C)C)C(=O)C1,CC(=O)[C@@H]1C[C@H]([C@@H]2CC(=O)N(C(C)C)C2)C1(C)C,-29.0,13.24
27968629,[H][C@@]1(CCCCC1=O)[C@]1(C)C=CC2=C(C=CC=C2)C1=O,C[C@@]1([C@H]2CCCCC2=O)C=Cc2ccccc2C1=O,39.1,47.73
27968631,C[C@H]1OCC[C@](C)(O1)C1=C2C=CC=CC2=CC=C1,C[C@H]1OCC[C@@](C)(c2cccc3ccccc23)O1,-13.0,-61.15
27968662,CC(C)C[C@H]1OC[C@](C)(O1)C1=CC=C(Cl)C=C1,CC(C)C[C@H]1OC[C@@](C)(c2ccc(Cl)cc2)O1,47.0,0.19
27968671,CC(C)C[C@H]1OC[C@](C)(O1)C1=CC=CC=C1,CC(C)C[C@H]1OC[C@@](C)(c2ccccc2)O1,-47.0,0.54
27968672,C[C@H]1OC[C@](C)(O1)C1=CC=CC=C1,C[C@H]1OC[C@@](C)(c2ccccc2)O1,-41.0,38.23
27968673,COC1=CC=C(C=C1)[C@]1(C)CO[C@H](CC(C)C)O1,COc1ccc([C@]2(C)CO[C@H](CC(C)C)O2)cc1,-42.0,22.9
27968674,CCCC[C@H]1OC[C@](C)(O1)C1=CC=CC=C1,CCCC[C@H]1OC[C@@](C)(c2ccccc2)O1,-45.0,-91.3
27968675,CC(C)[C@H]1OC[C@](C)(O1)C1=CC=CC=C1,CC(C)[C@H]1OC[C@@](C)(c2ccccc2)O1,38.0,4.83
27968677,CC(C)(C)C[C@H]1OC[C@](C)(O1)C1=CC=CC=C1,CC(C)(C)C[C@H]1OC[C@@](C)(c2ccccc2)O1,-47.0,24.99
27968681,CC(C)C[C@H]1OC[C@](C)(O1)C1=CC=C(C)C=C1,Cc1ccc([C@]2(C)CO[C@H](CC(C)C)O2)cc1,-42.0,7.96
27968694,CC(C)C[C@H]1OC[C@](C)(O1)C1=CC(C)=CC=C1,Cc1cccc([C@]2(C)CO[C@H](CC(C)C)O2)c1,-38.0,50.52
27968708,CC(C)C[C@H]1OC[C@](C)(O1)C1=C(C)C=CC=C1,Cc1ccccc1[C@]1(C)CO[C@H](CC(C)C)O1,-45.0,32.82
27968717,CC[C@]1(CO[C@H](CC(C)C)O1)C1=CC=CC=C1,CC[C@@]1(c2ccccc2)CO[C@H](CC(C)C)O1,-51.0,43.47
27968725,CCC[C@]1(CO[C@H](CC(C)C)O1)C1=CC=CC=C1,CCC[C@@]1(c2ccccc2)CO[C@H](CC(C)C)O1,-31.0,17.64
28023245,CC#CC(=O)N[C@H]1CCCC[C@@H]1N(C)C,CC#CC(=O)N[C@H]1CCCC[C@@H]1N(C)C,70.0,140.25
28095691,CC(C)(C)C(=O)CC[C@]1(C)CCCCC1=O,CC(C)(C)C(=O)CC[C@]1(C)CCCCC1=O,-54.8,35.79
28095694,CC[C@@]1(CCC(=O)C(C)(C)C)CCCCC1=O,CC[C@@]1(CCC(=O)C(C)(C)C)CCCCC1=O,-8.8,-99.02
28095696,CCC[C@@]1(CCC(=O)C(C)(C)C)CCCCC1=O,CCC[C@@]1(CCC(=O)C(C)(C)C)CCCCC1=O,-4.8,197.12
28095702,CC(C)(C)C(=O)CC[C@]1(C)CCCC1=O,CC(C)(C)C(=O)CC[C@]1(C)CCCC1=O,-26.0,158.03
28095712,CC(C)C(=O)CC[C@]1(C)CCCCC1=O,CC(C)C(=O)CC[C@]1(C)CCCCC1=O,-31.2,135.0
28138011,O=C(NC1=CC=CC2=CC=CN=C12)[C@H]1CCCO1,O=C(Nc1cccc2cccnc12)[C@H]1CCCO1,-106.1,-343.22
28146626,C[C@H]1CC2=CC(Cl)=CC=C2O1,C[C@H]1Cc2cc(Cl)ccc2O1,-20.6,-18.57
28146628,C[C@H]1CC2=CC(Br)=CC=C2O1,C[C@H]1Cc2cc(Br)ccc2O1,-19.6,-53.32
28146636,C[C@H]1CC2=C(C)C=C(C)C=C2O1,Cc1cc(C)c2c(c1)O[C@@H](C)C2,-15.9,-35.57
28146639,CC(C)C1=CC=C2O[C@@H](C)CC2=C1,CC(C)c1ccc2c(c1)C[C@H](C)O2,-13.7,-80.21
28186719,[H][C@@]12CCC(=O)N1[C@](CCC)(CCC2)C=O,CCC[C@]1(C=O)CCC[C@@H]2CCC(=O)N21,100.6,63.56
28186720,[H][C@@]12CCC(=O)N1[C@](CCC)(CCC2)C(O)=O,CCC[C@]1(C(=O)O)CCC[C@@H]2CCC(=O)N21,110.3,40.96
28186721,[H][C@@]12CCC(=O)N1[C@@](CCC)(CCC2)C(O)=O,CCC[C@@]1(C(=O)O)CCC[C@@H]2CCC(=O)N21,48.2,21.59
28186729,[H][C@@]12CCC(=O)N1[C@](CCC)(CC[C@H]2CCC)C=O,CCC[C@@H]1CC[C@@](C=O)(CCC)N2C(=O)CC[C@@H]12,58.1,30.27
28192351,CC(C)(C)OC(=O)N[C@H]1COC11CC1,CC(C)(C)OC(=O)N[C@H]1COC12CC2,22.3,180.77
28234170,C[C@@H](C1=CC=CC=C1)C1=CC=C(C=C1)C#N,C[C@@H](c1ccccc1)c1ccc(C#N)cc1,3.0,-344.08
28249936,COC(=O)C1=C(C)OC(=C)[C@@H]1C1=CC=CC=C1,C=C1OC(C)=C(C(=O)OC)[C@H]1c1ccccc1,-135.8,-367.65
28249949,COC(=O)C1=C(OC(=C)[C@@H]1C)C1=CC=CC=C1,C=C1OC(c2ccccc2)=C(C(=O)OC)[C@H]1C,-73.4,194.8
28250479,CN[C@](C)([C@@H](CN(=O)=O)C1=CC=CC=C1)C(N)=O,CN[C@@](C)(C(N)=O)[C@@H](C[N+](=O)[O-])c1ccccc1,14.0,75.66
28250491,CN1C(=O)NC(=O)[C@]1(C)CCC=O,CN1C(=O)NC(=O)[C@]1(C)CCC=O,-1.83,-37.11
28271211,CC[C@@H]1NC(=O)N([C@H]1CC)C(=O)OC(C)(C)C,CC[C@@H]1NC(=O)N(C(=O)OC(C)(C)C)[C@H]1CC,-2.0,28.2
28299794,C=C[C@@H](C1CCCC1)N1N=NC(=N1)C1=CC=CC=C1,C=C[C@@H](C1CCCC1)n1nnc(-c2ccccc2)n1,78.5,-88.8
28402002,C[C@H]1CC2=C(O1)C=CC=C2C(O)=O,C[C@H]1Cc2c(cccc2C(=O)O)O1,-8.0,-16.7
28402003,C[C@H]1CC2=C(O1)C=C(O)C=C2C(O)=O,C[C@H]1Cc2c(cc(O)cc2C(=O)O)O1,-7.0,1.64
28404378,[H][C@]12C[C@]([H])(C=C1)C(=C2)C(=O)C1=CC(F)=CC=C1,O=C(C1=C[C@@H]2C=C[C@H]1C2)c1cccc(F)c1,-162.8,62.79
28404388,[H][C@]12C[C@]([H])(C=C1)C(=C2)C(=O)C1=CC(OC)=CC=C1,COc1cccc(C(=O)C2=C[C@@H]3C=C[C@H]2C3)c1,-123.5,-45.12
28404394,[H][C@]12C[C@]([H])(C=C1)C(=C2)C(=O)C1=COC=C1,O=C(C1=C[C@@H]2C=C[C@H]1C2)c1ccoc1,-105.7,-141.06
28426780,CC1=CC([C@H]2CC(=C)CCO2)=C(O)C=C1,C=C1CCO[C@@H](c2cc(C)ccc2O)C1,-24.3,-7.78
28426781,CC(C)(C)C1=CC([C@H]2CC(=C)CCO2)=C(O)C=C1,C=C1CCO[C@@H](c2cc(C(C)(C)C)ccc2O)C1,-9.5,4.88
28426782,OC1=C(C=C(Cl)C=C1)[C@H]1CC(=C)CCO1,C=C1CCO[C@@H](c2cc(Cl)ccc2O)C1,-18.3,-14.5
28426784,OC1=C(C=C(F)C=C1)[C@H]1CC(=C)CCO1,C=C1CCO[C@@H](c2cc(F)ccc2O)C1,-44.7,-88.65
28426787,CC1=CC(O)=C(C=C1)[C@H]1CC(=C)CCO1,C=C1CCO[C@@H](c2ccc(C)cc2O)C1,-48.6,-107.33
28426788,CC1=C(O)C(=CC=C1)[C@H]1CC(=C)CCO1,C=C1CCO[C@@H](c2cccc(C)c2O)C1,-55.5,110.33
