id,SMILES,canon_SMILES,specific_rotation,specific_rotation_computed,specific_rotation_computed_abs,specific_rotation_abs,specific_rotation_power,specific_rotation_power_abs,specific_rotation_computed_power,specific_rotation_computed_power_abs,point_group,is_point_group_chiral,point_group_noH,is_point_group_noH_chiral,specific_rotation_sign,specific_rotation_computed_sign
11083822,COC1=C(C=CC=C1)[C@@H](O)C1=CC=C(C)C=C1,COc1ccccc1[C@@H](O)c1ccc(C)cc1,40.56,70.9,70.9,40.56,92.59482960000001,92.59482960000001,161.85831900000002,161.85831900000002,C1,True,C1,True,1.0,1.0
11083825,COC1=CC=C(C=C1)[C@@H](O)C1=CC=C(C)C=C1,COc1ccc([C@@H](O)c2ccc(C)cc2)cc1,-8.15,431.73,431.73,8.15,-18.6057165,18.6057165,985.6007343,985.6007343,C1,True,C1,True,-1.0,1.0
11088542,[H][C@@]12CS[C@@H](OC(C)=O)[C@]1([H])OC(C)(C)O2,CC(=O)O[C@@H]1SC[C@H]2OC(C)(C)O[C@@H]12,-258.15,-181.5,181.5,258.15,-563.4743309999999,563.4743309999999,-396.16731,396.16731,C1,True,C1,True,-1.0,-1.0
11088556,[H][C@@]12CS[C@@]([H])([C@@H](O)CO)[C@]1([H])OC(C)(C)O2,CC1(C)O[C@H]2[C@H]([C@@H](O)CO)SC[C@H]2O1,-96.04,-42.21,42.21,96.04,-211.56651599999998,211.56651599999998,-92.98440899999997,92.98440899999997,C1,True,C1,True,-1.0,-1.0
11100875,O[C@H](CN(=O)=O)C1=CC=C(C=C1)C(F)(F)F,O=[N+]([O-])C[C@@H](O)c1ccc(C(F)(F)F)cc1,31.8,-43.09,43.09,31.8,74.78119799999999,74.78119799999999,-101.33087489999998,101.33087489999998,C1,True,C1,True,1.0,-1.0
11101893,C[C@H](CC(=O)N1CCOC1=O)SCCO,C[C@H](CC(=O)N1CCOC1=O)SCCO,7.8,-48.16,48.16,7.8,18.196542,18.196542,-112.35198239999998,112.35198239999998,C1,True,C1,True,1.0,-1.0
11134524,COC1=CC(=CC=C1)[C@H](O)CN(=O)=O,COc1cccc([C@H](O)C[N+](=O)[O-])c1,35.7,66.69,66.69,35.7,70.39683,70.39683,131.50601099999997,131.50601099999997,C1,True,C1,True,1.0,1.0
11134526,CC1=CC(=CC=C1)[C@H](O)CN(=O)=O,Cc1cccc([C@H](O)C[N+](=O)[O-])c1,35.2,-0.06,0.06,35.2,63.77923199999999,63.77923199999999,-0.10871459999999997,0.10871459999999997,C1,True,C1,True,1.0,-1.0
11140695,CCO[C@@H]1OC(C(=O)OCC)=C(C)C[C@@H]1C,CCOC(=O)C1=C(C)C[C@H](C)[C@H](OCC)O1,-117.0,-199.58,199.58,117.0,-267.09695999999997,267.09695999999997,-455.61719039999997,455.61719039999997,C1,True,C1,True,-1.0,-1.0
11140751,[H][C@@](CC)(O[C@]([H])(CC=C)C(=O)N(C)C)[C@@H](O)CC=C,C=CC[C@@H](O[C@@H](CC)[C@@H](O)CC=C)C(=O)N(C)C,69.9,-182.91,182.91,69.9,178.49524199999996,178.49524199999996,-467.0753177999999,467.0753177999999,C1,True,C1,True,1.0,-1.0
11140752,[H][C@@](CC)(O[C@@]([H])(CC=C)C(=O)N(C)C)[C@@H](O)CC=C,C=CC[C@H](O[C@@H](CC)[C@@H](O)CC=C)C(=O)N(C)C,-13.9,78.61,78.61,13.9,-35.494761999999994,35.494761999999994,200.73692379999997,200.73692379999997,C1,True,C1,True,-1.0,1.0
11140783,CC[C@H](OCC(=O)N(C)C)[C@@H](O)CC=C,C=CC[C@H](O)[C@H](CC)OCC(=O)N(C)C,72.4,25.02,25.02,72.4,155.872132,155.872132,53.86630859999998,53.86630859999998,C1,True,C1,True,1.0,1.0
11150316,CC[Si](CC)(CC)O[C@@H]1C[C@H](O)C=C1,CC[Si](CC)(CC)O[C@H]1C=C[C@@H](O)C1,17.2,-50.13,50.13,17.2,36.873532,36.873532,-107.46919530000001,107.46919530000001,C1,True,C1,True,1.0,-1.0
11150317,CC[Si](CC)(CC)O[C@@H]1CC(=O)C=C1,CC[Si](CC)(CC)O[C@H]1C=CC(=O)C1,41.3,45.96,45.96,41.3,87.706745,87.706745,97.602954,97.602954,C1,True,C1,True,1.0,1.0
11159928,COC1=CC=C2[C@@H](CC(=O)C2=C1)C1=CC=CC=C1,COc1ccc2c(c1)C(=O)C[C@H]2c1ccccc1,43.4,264.35,264.35,43.4,103.416124,103.416124,629.9090410000001,629.9090410000001,C1,True,C1,True,1.0,1.0
11167172,CCCCCCCC[C@@H](O)CN(=O)=O,CCCCCCCC[C@@H](O)C[N+](=O)[O-],-5.5,-82.04,82.04,5.5,-11.18051,11.18051,-166.7725528,166.7725528,C1,True,C1,True,-1.0,-1.0
11170259,CO[C@@H](C=C)[C@@H](C)C(\OC)=C/C(=O)OC,C=C[C@H](OC)[C@@H](C)/C(=C\C(=O)OC)OC,147.33,329.32,329.32,147.33,315.67073129999994,315.67073129999994,705.6043251999998,705.6043251999998,C1,True,C1,True,1.0,1.0
11206645,[H][C@@]12CC(=O)O[C@@]([H])(C1)[C@@H](O)[C@H](O2)C1=CC=CC=C1,O=C1C[C@@H]2C[C@H](O1)[C@@H](O)[C@@H](c1ccccc1)O2,-41.0,78.93,78.93,41.0,-96.04291,96.04291,184.89431430000002,184.89431430000002,C1,True,C1,True,-1.0,1.0
11222204,CC(=O)OC[C@H]1O[C@H](C[C@@H]1OC(C)=O)C#C,C#C[C@H]1C[C@H](OC(C)=O)[C@@H](COC(C)=O)O1,58.3,100.33,100.33,58.3,131.89092399999996,131.89092399999996,226.97455239999996,226.97455239999996,C1,True,C1,True,1.0,1.0
11222207,CC(=O)OC[C@H]1O[C@@H](C[C@@H]1OC(C)=O)C#C,C#C[C@@H]1C[C@H](OC(C)=O)[C@@H](COC(C)=O)O1,35.69,-9.18,9.18,35.69,80.74077319999998,80.74077319999998,-20.767730399999994,20.767730399999994,C1,True,C1,True,1.0,-1.0
11224141,[H][C@]12CCC(=O)N1CCC1=CC(OC)=C(OC)C=C21,COc1cc2c(cc1OC)[C@H]1CCC(=O)N1CC2,171.9,358.29,358.29,171.9,425.0983859999999,425.0983859999999,886.0296725999998,886.0296725999998,C1,True,C1,True,1.0,1.0
11227656,COC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C1C=CC=C2,COc1ccc([C@@H]2CC(=O)c3ccccc32)cc1,59.1,146.15,146.15,59.1,140.82702600000002,140.82702600000002,348.25498899999997,348.25498899999997,C1,True,C1,True,1.0,1.0
11227657,ClC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C1C=CC=C2,O=C1C[C@@H](c2ccc(Cl)cc2)c2ccccc21,48.5,193.95,193.95,48.5,117.71192500000001,117.71192500000001,470.7263475,470.7263475,C1,True,C1,True,1.0,1.0
11252472,COC1=CC=C(CO[C@H]2O[C@H](C)C(=O)C=C2)C=C1,COc1ccc(CO[C@@H]2C=CC(=O)[C@@H](C)O2)cc1,-53.0,326.99,326.99,53.0,-131.58734,131.58734,811.8442322,811.8442322,C1,True,C1,True,-1.0,1.0
11252473,COC1=CC=C(CO[C@H]2O[C@H](C)[C@@H](O)C=C2)C=C1,COc1ccc(CO[C@@H]2C=C[C@H](O)[C@@H](C)O2)cc1,21.4,268.13,268.13,21.4,53.562915999999994,53.562915999999994,671.1133022,671.1133022,C1,True,C1,True,1.0,1.0
11276464,[H][C@]12CCC(C)=C(C1)CCCC2=O,CC1=C2CCCC(=O)[C@@H](CC1)C2,24.1,12.76,12.76,24.1,39.58376799999999,39.58376799999999,20.958044799999993,20.958044799999993,C1,True,C1,True,1.0,1.0
11287951,CC[C@@H]([C@@H](O)C1=CC=CC=C1)N(=O)=O,CC[C@@H]([C@@H](O)c1ccccc1)[N+](=O)[O-],36.8,-27.08,27.08,36.8,71.84022399999999,71.84022399999999,-52.86503439999999,52.86503439999999,C1,True,C1,True,1.0,-1.0
11287958,C[C@@H]([C@@H](O)C1=CC=C(Cl)C=C1)N(=O)=O,C[C@@H]([C@@H](O)c1ccc(Cl)cc1)[N+](=O)[O-],33.1,-51.18,51.18,33.1,71.375516,71.375516,-110.36250480000001,110.36250480000001,C1,True,C1,True,1.0,-1.0
11298638,CCOC(=O)\C=C\[C@H](C)[C@H](CC)OC,CCOC(=O)/C=C/[C@H](C)[C@H](CC)OC,-30.75,-48.42,48.42,30.75,-61.58548499999999,61.58548499999999,-96.97460759999998,96.97460759999998,C1,True,C1,True,-1.0,-1.0
11591710,CCOC(=O)[C@@H](C)OC1=CC=C(Cl)C(C)=C1,CCOC(=O)[C@@H](C)Oc1ccc(Cl)c(C)c1,27.65,135.71,135.71,27.65,67.107103,67.107103,329.3708842,329.3708842,C1,True,C1,True,1.0,1.0
11757382,OCCOC(=O)[C@H]1[C@@H]2C[C@H](F)C(=O)[C@H]12,O=C(OCCO)[C@H]1[C@@H]2C[C@H](F)C(=O)[C@@H]21,-9.98,-31.96,31.96,9.98,-20.177663799999994,20.177663799999994,-64.61704759999999,64.61704759999999,C1,True,C1,True,-1.0,-1.0
11885307,OC[C@@H]1CSC2=CC=CC=C2O1,OC[C@@H]1CSc2ccccc2O1,38.1,-18.2,18.2,38.1,69.434964,69.434964,-33.168408,33.168408,C1,True,C1,True,1.0,-1.0
12372530,[H][C@@]12CCCC[C@@]([H])(C=C1)N(O2)C1=CC=CC(C)=N1,Cc1cccc(N2O[C@H]3C=C[C@@H]2CCCC3)n1,-77.0,38.19,38.19,77.0,-177.33947,177.33947,87.95577089999999,87.95577089999999,C1,True,C1,True,-1.0,1.0
13167772,O[C@@H]1COC[C@H]1Br,O[C@@H]1COC[C@H]1Br,-27.6,-98.91,98.91,27.6,-46.092552000000005,46.092552000000005,-165.1816782,165.1816782,C1,True,C1,True,-1.0,-1.0
13435889,O=C1NN[C@H]([C@@H]1C1=CC=CC=C1)C1=CC=CC=C1,O=C1NN[C@@H](c2ccccc2)[C@@H]1c1ccccc1,106.7,173.12,173.12,106.7,254.25543000000002,254.25543000000002,412.52764800000006,412.52764800000006,C1,True,C1,True,1.0,1.0
13501777,C[C@@H](O)C1=CC(F)=C(F)C=C1,C[C@@H](O)c1ccc(F)c(F)c1,27.4,56.32,56.32,27.4,43.332277999999995,43.332277999999995,89.06839039999998,89.06839039999998,C1,True,C1,True,1.0,1.0
13768931,COC1=CC=C(C=C1)N1C[C@@](C)(CO)OC1=O,COc1ccc(N2C[C@@](C)(CO)OC2=O)cc1,11.3,8.51,8.51,11.3,26.809815000000004,26.809815000000004,20.1904005,20.1904005,C1,True,C1,True,1.0,1.0
14318500,CC(C)[C@@H](N)C(=O)NCCC1=CC=CC=C1,CC(C)[C@@H](N)C(=O)NCCc1ccccc1,32.9,81.9,81.9,32.9,72.483964,72.483964,180.438804,180.438804,C1,True,C1,True,1.0,1.0
14318522,CC(C)[C@@H](N)C(=O)NC1=CC=CC=C1,CC(C)[C@@H](N)C(=O)Nc1ccccc1,82.5,21.74,21.74,82.5,158.61615,158.61615,41.797758800000004,41.797758800000004,C1,True,C1,True,1.0,1.0
14613045,ClC1=CC2=C(C=C1)[C@@H](CC2=O)C1=CC=CC=C1,O=C1C[C@@H](c2ccccc2)c2ccc(Cl)cc21,55.6,225.63,225.63,55.6,134.94397999999998,134.94397999999998,547.6152914999999,547.6152914999999,C1,True,C1,True,1.0,1.0
15036307,OCCC[C@@H](O)C1=CC=C(F)C=C1,OCCC[C@@H](O)c1ccc(F)cc1,44.1,111.94,111.94,44.1,81.23660999999998,81.23660999999998,206.20467399999998,206.20467399999998,C1,True,C1,True,1.0,1.0
15561734,CN1CCC[C@H]1C1=CN=C2OC3=C(C=CC=C3)C2=C1,CN1CCC[C@H]1c1cnc2oc3ccccc3c2c1,-131.0,-171.65,171.65,131.0,-330.53527,330.53527,-433.10213050000004,433.10213050000004,C1,True,C1,True,-1.0,-1.0
15630896,C[C@@H](N)C1=CC=C(Br)C=N1,C[C@@H](N)c1ccc(Br)cn1,13.7,8.87,8.87,13.7,27.546179,27.546179,17.834642899999995,17.834642899999995,C1,True,C1,True,1.0,1.0
15744384,O[C@@H](CN(=O)=O)C1=COC=C1,O=[N+]([O-])C[C@H](O)c1ccoc1,-18.2,63.96,63.96,18.2,-28.596749999999993,28.596749999999993,100.49714999999998,100.49714999999998,C1,True,C1,True,-1.0,1.0
15744901,[H][C@]12COC(=O)N1[C@H](CO)C=C2,O=C1OC[C@@H]2C=C[C@@H](CO)N12,-169.0,-94.88,94.88,169.0,-262.20857,262.20857,-147.2091664,147.2091664,C1,True,C1,True,-1.0,-1.0
15746539,C[C@]12CCCC(=O)N1CCC1=C2NC2=CC=CC=C12,C[C@]12CCCC(=O)N1CCc1c2[nH]c2ccccc12,157.7,260.93,260.93,157.7,401.083141,401.083141,663.6310969000001,663.6310969000001,C1,True,C1,True,1.0,1.0
15753297,CC[C@H](CC=O)N1C(=O)CCC1=O,CC[C@H](CC=O)N1C(=O)CCC1=O,17.5,-48.95,48.95,17.5,32.06122499999999,32.06122499999999,-89.67982649999998,89.67982649999998,C1,True,C1,True,1.0,-1.0
15753301,CCC[C@H](CC=O)N1C(=O)CCC1=O,CCC[C@H](CC=O)N1C(=O)CCC1=O,17.5,153.3,153.3,17.5,34.51595,34.51595,302.359722,302.359722,C1,True,C1,True,1.0,1.0
15753309,CC\C=C/CC[C@H](CC=O)N1C(=O)CCC1=O,CC/C=C\CC[C@H](CC=O)N1C(=O)CCC1=O,27.3,-26.77,26.77,27.3,64.78262699999999,64.78262699999999,-63.524942299999985,63.524942299999985,C1,True,C1,True,1.0,-1.0
15759719,C=CCCCC#CN1[C@@H](COC1=O)C1=CC=CC=C1,C=CCCCC#CN1C(=O)OC[C@H]1c1ccccc1,-123.0,71.69,71.69,123.0,-314.03991,314.03991,183.03675729999998,183.03675729999998,C1,True,C1,True,-1.0,1.0
15765539,COC1=CC=C(C=C1)[C@@H](O)C1=CC=C(Cl)C=C1,COc1ccc([C@@H](O)c2ccc(Cl)cc2)cc1,-34.09,-359.03,359.03,34.09,-84.7848981,84.7848981,-892.9399226999999,892.9399226999999,C1,True,C1,True,-1.0,-1.0
15802390,O[C@@H](C#N)C1=C(Br)C=CC=C1,N#C[C@H](O)c1ccccc1Br,-4.6,-109.35,109.35,4.6,-9.754115999999998,9.754115999999998,-231.87230099999994,231.87230099999994,C1,True,C1,True,-1.0,-1.0
15806196,CC(C)C[C@@H](CN(=O)=O)NC(=O)OC(C)(C)C,CC(C)C[C@@H](C[N+](=O)[O-])NC(=O)OC(C)(C)C,-40.0,-29.72,29.72,40.0,-98.52279999999999,98.52279999999999,-73.2024404,73.2024404,C1,True,C1,True,-1.0,-1.0
15807826,CCOC(=O)[C@](O)(CN(=O)=O)C(C)C,CCOC(=O)[C@](O)(C[N+](=O)[O-])C(C)C,17.9,-146.95,146.95,17.9,36.732589999999995,36.732589999999995,-301.55609499999997,301.55609499999997,C1,True,C1,True,1.0,-1.0
15807838,CCOC(=O)[C@](O)(CN(=O)=O)C1CCCCC1,CCOC(=O)[C@](O)(C[N+](=O)[O-])C1CCCCC1,17.3,-62.57,62.57,17.3,42.432574999999986,42.432574999999986,-153.46856749999995,153.46856749999995,C1,True,C1,True,1.0,-1.0
15820000,[2H]C1=C([2H])C([2H])=C(C([2H])=C1[2H])[S@](=O)C1=CC=CC=C1,[2H]c1c([2H])c([2H])c([S@](=O)c2ccccc2)c([2H])c1[2H],3.5,0.1,0.1,3.5,7.25579781115,7.25579781115,0.20730850889,0.20730850889,Cs,False,Cs,False,1.0,1.0
15820192,[H][C@]1(CCCCC1=O)[C@@H](CN(=O)=O)C1=COC=C1,O=C1CCCC[C@H]1[C@@H](C[N+](=O)[O-])c1ccoc1,-15.2,87.65,87.65,15.2,-36.06276,36.06276,207.95400750000002,207.95400750000002,C1,True,C1,True,-1.0,1.0
15821103,OCC[C@H](CN(=O)=O)C1=CC=CC=C1,O=[N+]([O-])C[C@@H](CCO)c1ccccc1,-13.8,-42.72,42.72,13.8,-26.940084000000002,26.940084000000002,-83.39712960000001,83.39712960000001,C1,True,C1,True,-1.0,-1.0
15822294,CC(C)[C@@H](CN(=O)=O)C1=CC=CN1,CC(C)[C@@H](C[N+](=O)[O-])c1ccc[nH]1,10.6,19.31,19.31,10.6,19.315638000000003,19.315638000000003,35.1872613,35.1872613,C1,True,C1,True,1.0,1.0
15822306,COC1=CC=C(C=C1)[C@@H](CN(=O)=O)C1=CC=CN1,COc1ccc([C@@H](C[N+](=O)[O-])c2ccc[nH]2)cc1,-54.0,-306.17,306.17,54.0,-132.98364,132.98364,-753.9926122000002,753.9926122000002,C1,True,C1,True,-1.0,-1.0
15876462,CCCCC1=N[C@H](CO1)C(C)C,CCCCC1=N[C@@H](C(C)C)CO1,-64.9,-52.48,52.48,64.9,-109.85493199999999,109.85493199999999,-88.83184639999998,88.83184639999998,C1,True,C1,True,-1.0,-1.0
15876463,CC(C)[C@H]1COC(CCCO)=N1,CC(C)[C@H]1COC(CCCO)=N1,-49.5,-144.06,144.06,49.5,-84.7638,84.7638,-246.68834400000003,246.68834400000003,C1,True,C1,True,-1.0,-1.0
15876466,CC(C)[C@H]1COC(CCCCO)=N1,CC(C)[C@H]1COC(CCCCO)=N1,-43.3,44.55,44.55,43.3,-80.22061099999999,80.22061099999999,82.53644849999999,82.53644849999999,C1,True,C1,True,-1.0,1.0
15876467,CC(C)[C@H]1COC(CCCCCO)=N1,CC(C)[C@H]1COC(CCCCCO)=N1,-46.0,-199.48,199.48,46.0,-91.67523999999999,91.67523999999999,-397.55167119999993,397.55167119999993,C1,True,C1,True,-1.0,-1.0
15876471,CC(C)(C)[C@H]1COC(=N1)C1=CC(=CC=C1)C#N,CC(C)(C)[C@H]1COC(c2cccc(C#N)c2)=N1,-59.5,10.83,10.83,59.5,-135.83552500000002,135.83552500000002,24.7243485,24.7243485,C1,True,C1,True,-1.0,1.0
18173347,[H][C@@](C)(N1CCOCC1)[C@@]([H])(O)C1=CC=CC=C1,C[C@@H]([C@@H](O)c1ccccc1)N1CCOCC1,55.1,79.73,79.73,55.1,121.93629999999996,121.93629999999996,176.44248999999996,176.44248999999996,C1,True,C1,True,1.0,1.0
18394954,[H][C@@]1(COC(C)(C)O1)[C@@H](O)[C@](C)(F)C(=O)OCC,CCOC(=O)[C@@](C)(F)[C@H](O)[C@H]1COC(C)(C)O1,11.0,44.69,44.69,11.0,27.52926,27.52926,111.8438754,111.8438754,C1,True,C1,True,1.0,1.0
18394956,[H][C@@]1(COC(C)(C)O1)[C@@H](O)[C@@](C)(F)C(=O)OCC,CCOC(=O)[C@](C)(F)[C@H](O)[C@H]1COC(C)(C)O1,16.7,-36.85,36.85,16.7,41.794422,41.794422,-92.223021,92.223021,C1,True,C1,True,1.0,-1.0
18481284,[H][C@@]12CS[C@H](OC(C)=O)[C@]1([H])OC(C)(C)O2,CC(=O)O[C@H]1SC[C@H]2OC(C)(C)O[C@H]21,-258.15,-151.88,151.88,258.15,-563.4743309999999,563.4743309999999,-331.51455119999997,331.51455119999997,C1,True,C1,True,-1.0,-1.0
18552076,CON(C)C(=O)[C@@H](C)CC=C,C=CC[C@H](C)C(=O)N(C)OC,27.3,210.74,210.74,27.3,42.919149,42.919149,331.3106762,331.3106762,C1,True,C1,True,1.0,1.0
18565400,C[C@@H]1CC2=C(N[C@@H]1C1=CC=CC=C1)C=CC=C2,C[C@@H]1Cc2ccccc2N[C@@H]1c1ccccc1,17.8,-253.03,253.03,17.8,39.750782,39.750782,-565.0640657,565.0640657,C1,True,C1,True,1.0,-1.0
18578153,CC1=CC=CC=C1[C@H](O)C1=CN=CC=C1,Cc1ccccc1[C@H](O)c1cccnc1,24.46,419.69,419.69,24.46,48.73728380000001,48.73728380000001,836.2449157,836.2449157,C1,True,C1,True,1.0,1.0
18578155,CC1=CC=C(C=C1)[C@H](O)C1=CN=CC=C1,Cc1ccc([C@H](O)c2cccnc2)cc1,13.33,389.98,389.98,13.33,26.5604249,26.5604249,777.0468494,777.0468494,C1,True,C1,True,1.0,1.0
18628308,COC1=CC=C(C=C1)[C@H](O)[C@@H](C)N(=O)=O,COc1ccc([C@H](O)[C@@H](C)[N+](=O)[O-])cc1,-3.6,23.61,23.61,3.6,-7.603812,7.603812,49.868333699999994,49.868333699999994,C1,True,C1,True,-1.0,1.0
18822222,CC(C)(C)[S@](=O)N=CC1=CC=CC=C1,CC(C)(C)[S@](=O)N=Cc1ccccc1,92.53,-263.53,263.53,92.53,193.6782442,193.6782442,-551.6051842,551.6051842,C1,True,C1,True,1.0,-1.0
18824767,CCOC(=O)[C@](O)(CN(=O)=O)C1=CC=CS1,CCOC(=O)[C@](O)(C[N+](=O)[O-])c1cccs1,-17.0,-184.47,184.47,17.0,-41.69352,41.69352,-452.42374320000005,452.42374320000005,C1,True,C1,True,-1.0,-1.0
18824769,CCOC(=O)[C@](O)(CN(=O)=O)C1=CC=C(C)C=C1,CCOC(=O)[C@](O)(C[N+](=O)[O-])c1ccc(C)cc1,-16.6,23.55,23.55,16.6,-42.040164000000004,42.040164000000004,59.641317,59.641317,C1,True,C1,True,-1.0,1.0
18828264,C[C@H](O)CCCC1(CCCC=C)OCCO1,C=CCCCC1(CCC[C@H](C)O)OCCO1,6.7,110.27,110.27,6.7,15.298243999999997,15.298243999999997,251.78169639999996,251.78169639999996,C1,True,C1,True,1.0,1.0
18839510,[H][C@@]12C[C@H](CC[C@]1(C=O)C=CC(=O)C2)C(C)=C,C=C(C)[C@H]1CC[C@]2(C=O)C=CC(=O)C[C@@H]2C1,147.1,403.34,403.34,147.1,321.1134159999999,321.1134159999999,880.4750863999999,880.4750863999999,C1,True,C1,True,1.0,1.0
18839511,[H][C@@]12C[C@H](CC[C@]1(C=C)C=CC(=O)C2)C(C)=C,C=C[C@@]12C=CC(=O)C[C@@H]1C[C@@H](C(=C)C)CC2,91.2,107.48,107.48,91.2,197.28748799999994,197.28748799999994,232.50503519999995,232.50503519999995,C1,True,C1,True,1.0,1.0
18843636,COC(=O)[C@H](CCSC)N=CC(F)(F)F,COC(=O)[C@H](CCSC)N=CC(F)(F)F,-73.3,-34.67,34.67,73.3,-178.30225,178.30225,-84.334775,84.334775,C1,True,C1,True,-1.0,-1.0
18843703,COC(=O)[C@H]1NC(=O)C[C@@H]1C1=CC=C(Cl)C=C1,COC(=O)[C@H]1NC(=O)C[C@@H]1c1ccc(Cl)cc1,61.8,-107.13,107.13,61.8,156.77733,156.77733,-271.7727405,271.7727405,C1,True,C1,True,1.0,-1.0
18843765,C[C@@H]1CCCCC[C@@H](O)C(=O)\C=C\C(=O)O1,C[C@@H]1CCCCC[C@@H](O)C(=O)/C=C/C(=O)O1,-23.0,-48.17,48.17,23.0,-52.042559999999995,52.042559999999995,-108.9952224,108.9952224,C1,True,C1,True,-1.0,-1.0
18844935,[H][C@]12CC[C@@]3(C=CC(=O)C[C@]3([H])C1)[C@@H](O)[C@@]2(C)O,C[C@]1(O)[C@H]2CC[C@@]3(C=CC(=O)C[C@@H]3C2)[C@H]1O,40.4,94.41,94.41,40.4,89.80273599999998,89.80273599999998,209.8583244,209.8583244,C1,True,C1,True,1.0,1.0
18844936,[H][C@]12CC[C@@]3(C=CC(=O)C[C@]3([H])C1)[C@@H](OC(C)=O)C2=C,C=C1[C@H]2CC[C@@]3(C=CC(=O)C[C@@H]3C2)[C@H]1OC(C)=O,96.2,79.43,79.43,96.2,236.94637199999997,236.94637199999997,195.6408558,195.6408558,C1,True,C1,True,1.0,1.0
18848468,CC[C@H]([C@@H](CN(=O)=O)C1=CC=C(C)C=C1)N(=O)=O,CC[C@H]([C@@H](C[N+](=O)[O-])c1ccc(C)cc1)[N+](=O)[O-],14.35,-9.94,9.94,14.35,36.200745000000005,36.200745000000005,-25.075637999999998,25.075637999999998,C1,True,C1,True,1.0,-1.0
18853525,[H][C@]12CC[C@](C)(C1(C)C)[C@@](CC=C)(C2)OCC#C,C#CCO[C@]1(CC=C)C[C@H]2CC[C@]1(C)C2(C)C,3.6,-71.0,71.0,3.6,8.365212,8.365212,-164.98056999999997,164.98056999999997,C1,True,C1,True,1.0,-1.0
18884863,COC(=O)[C@]1(C)C[C@H]1C=O,COC(=O)[C@]1(C)C[C@H]1C=O,-109.7,-487.04,487.04,109.7,-155.942938,155.942938,-692.3468416000001,692.3468416000001,C1,True,C1,True,-1.0,-1.0
18884872,C[C@]1(C[C@H]1C=O)C1=CC=C(Cl)C=C1,C[C@@]1(c2ccc(Cl)cc2)C[C@H]1C=O,-137.8,36.71,36.71,137.8,-268.242858,268.242858,71.46005310000001,71.46005310000001,C1,True,C1,True,-1.0,1.0
18884876,C[C@]1(C[C@H]1C=O)C1=CC=C(F)C=C1,C[C@@]1(c2ccc(F)cc2)C[C@H]1C=O,-138.7,62.34,62.34,138.7,-247.17172199999996,247.17172199999996,111.0936204,111.0936204,C1,True,C1,True,-1.0,1.0
18884880,CC1=CC=C(C=C1)[C@]1(C)C[C@H]1C=O,Cc1ccc([C@]2(C)C[C@H]2C=O)cc1,-137.8,55.96,55.96,137.8,-240.10685400000006,240.10685400000006,97.50638280000001,97.50638280000001,C1,True,C1,True,-1.0,1.0
18884886,CC(C)(OCC1=CC=CC=C1)[C@]1(C)C[C@H]1C=O,CC(C)(OCc1ccccc1)[C@]1(C)C[C@H]1C=O,-24.6,-107.25,107.25,24.6,-57.151458000000005,57.151458000000005,-249.1664175,249.1664175,C1,True,C1,True,-1.0,-1.0
18884889,CC(C)(OCC1=CC=CC=C1)[C@]1(C)C[C@H]1CO,CC(C)(OCc1ccccc1)[C@]1(C)C[C@H]1CO,-9.2,-59.9,59.9,9.2,-21.559187999999995,21.559187999999995,-140.369061,140.369061,C1,True,C1,True,-1.0,-1.0
18888189,CCC[C@H]1CC(C)=CC(=O)C1,CCC[C@@H]1CC(=O)C=C(C)C1,24.6,76.77,76.77,24.6,37.45030199999999,37.45030199999999,116.87234489999997,116.87234489999997,C1,True,C1,True,1.0,1.0
18907139,CCC[C@H](CN(=O)=O)C1=CNC2=CC=CC=C12,CCC[C@H](C[N+](=O)[O-])c1c[nH]c2ccccc12,-36.7,-127.22,127.22,36.7,-85.24786100000003,85.24786100000003,-295.51043260000006,295.51043260000006,C1,True,C1,True,-1.0,-1.0
18911902,COC1=CC=C(C=N[S@@](=O)C(C)(C)C)C=C1,COc1ccc(C=N[S@@](=O)C(C)(C)C)cc1,45.4,-537.03,537.03,45.4,108.66035999999998,108.66035999999998,-1285.3276019999998,1285.3276019999998,C1,True,C1,True,1.0,-1.0
18995442,C[C@H](OC(C)=O)C=CC(O)=O,CC(=O)O[C@@H](C)C=CC(=O)O,18.1,55.06,55.06,18.1,28.625693000000002,28.625693000000002,87.0790418,87.0790418,C1,True,C1,True,1.0,1.0
19002024,O[C@@H](CN(=O)=O)C1=CC=C(Br)C=C1,O=[N+]([O-])C[C@H](O)c1ccc(Br)cc1,-34.95,47.02,47.02,34.95,-85.99797000000001,85.99797000000001,115.697412,115.697412,C1,True,C1,True,-1.0,1.0
19005659,C[C@@H](CO)CC1=CC=CN1C,C[C@@H](CO)Cc1cccn1C,38.7,-195.82,195.82,38.7,59.29807499999999,59.29807499999999,-300.0451949999999,300.0451949999999,C1,True,C1,True,1.0,-1.0
19005664,C[C@H](CC1=CC=CN1)C(=O)N1OCCC1=O,C[C@H](Cc1ccc[nH]1)C(=O)N1OCCC1=O,-6.8,-160.09,160.09,6.8,-15.112591999999996,15.112591999999996,-355.79041959999995,355.79041959999995,C1,True,C1,True,-1.0,-1.0
