id,SMILES,canon_SMILES,specific_rotation,specific_rotation_computed,weights,weights_signed,specific_rotation_computed_abs
10075119,C[C@@H](O)C#CCCCO[Si](C)(C)C(C)(C)C,C[C@@H](O)C#CCCCO[Si](C)(C)C(C)(C)C,16.0,187.07,242.43499999999997,242.43499999999997,187.07
10075749,[H][C@@]12C[C@@]([H])(C(C=NC3=CC=C(OC)C=C3)=CC1)C2(C)C,COc1ccc(N=CC2=CC[C@H]3C[C@@H]2C3(C)C)cc1,33.2,2575.24,255.361,255.361,2575.24
10076575,[H][C@@]12CCCN1[C@H](CCCCC)CCC2,CCCCC[C@@H]1CCC[C@@H]2CCCN12,-95.6,-159.95,195.34999999999997,-195.34999999999997,159.95
10152432,O[C@H](CN(=O)=O)C1=CC=CO1,O=[N+]([O-])C[C@@H](O)c1ccco1,34.9,-178.94,157.12499999999997,-157.12499999999997,178.94
10153645,O[C@@H](CN(=O)=O)C1CCCC1,O=[N+]([O-])C[C@H](O)C1CCCC1,-3.18,-24.18,159.18499999999995,-159.18499999999995,24.18
10153651,CCCCC[C@@H](O)CN(=O)=O,CCCCC[C@@H](O)C[N+](=O)[O-],-10.2,12.08,161.20099999999996,161.20099999999996,12.08
10155092,CC(C)[C@@H](CO)NCC1=NC=CN1C,CC(C)[C@@H](CO)NCc1nccn1C,19.0,339.56,197.282,197.282,339.56
10156205,CN1C=CN=C1CN[C@H](CO)C(C)(C)C,Cn1ccnc1CN[C@H](CO)C(C)(C)C,5.0,-14.23,211.30899999999997,-211.30899999999997,14.23
10163381,CN1CCC[C@H]1C1=CN=CC=C1[Si](C)(C)C,CN1CCC[C@H]1c1cnccc1[Si](C)(C)C,-124.1,-120.61,234.419,-234.419,120.61
10167382,C[C@H](CCCCCOCC1=CC=CC=C1)C(O)=O,C[C@H](CCCCCOCc1ccccc1)C(=O)O,-6.0,-38.74,250.33800000000002,-250.33800000000002,38.74
10167547,CN1CCC[C@H]1C1=CN=CC(CC2=CC=CC=C2)=C1,CN1CCC[C@H]1c1cncc(Cc2ccccc2)c1,-26.0,545.27,252.36100000000002,252.36100000000002,545.27
10170049,[H][C@]12CCCN1CCC1=CC(OC)=C(OC)C=C21,COc1cc2c(cc1OC)[C@H]1CCCN1CC2,90.4,231.39,233.31099999999992,233.31099999999992,231.39
10245116,O=C[C@H]1C[C@@H]1C1=CC=CO1,O=C[C@H]1C[C@@H]1c1ccco1,320.0,347.86,136.14999999999998,136.14999999999998,347.86
10246461,COC1=CC=C(C=C1)[C@H]1C[C@@H]1C=O,COc1ccc([C@H]2C[C@@H]2C=O)cc1,228.0,415.21,176.215,176.215,415.21
10247079,O=C[C@H]1C[C@@H]1C1=C(C=CC=C1)N(=O)=O,O=C[C@H]1C[C@@H]1c1ccccc1[N+](=O)[O-],109.0,-717.1,191.18599999999998,-191.18599999999998,717.1
10247936,CC[C@](C)(CC1=CC=CC=C1)C(O)=O,CC[C@](C)(Cc1ccccc1)C(=O)O,-37.5,50.67,192.25799999999998,192.25799999999998,50.67
10248024,CN1CCC[C@H]1C1=CN=C(Br)C=C1,CN1CCC[C@H]1c1ccc(Br)nc1,-135.0,-162.51,241.13199999999998,-241.13199999999998,162.51
10248854,CC(C)(C)OC(=O)NC[C@H](O)CCl,CC(C)(C)OC(=O)NC[C@H](O)CCl,-22.0,87.7,209.67299999999997,209.67299999999997,87.7
10249932,O[C@H](CN(=O)=O)C1=CC=C(C=C1)C#N,N#Cc1ccc([C@H](O)C[N+](=O)[O-])cc1,42.4,-84.1,192.17399999999998,-192.17399999999998,84.1
10250340,C[C@H]1COC(=N1)C(C)(C)C1=N[C@@H](C)CO1,C[C@H]1COC(C(C)(C)C2=N[C@@H](C)CO2)=N1,-119.0,-41.88,210.27699999999996,-210.27699999999996,41.88
10250973,O[C@H](C1=CC=CC=C1)C1=C(C=CC=C1)N(=O)=O,O=[N+]([O-])c1ccccc1[C@H](O)c1ccccc1,79.63499999999999,397.43,229.235,229.235,397.43
10253051,CN1C2=C(C=CC=C2)[C@@](C)(C1=O)C1=CC=CC=C1,CN1C(=O)[C@@](C)(c2ccccc2)c2ccccc21,-81.55,213.44,237.30200000000002,237.30200000000002,213.44
10260093,COC(=O)N1C=C(CC(=C1)[C@@H]1CCCN1C)C=O,COC(=O)N1C=C(C=O)CC([C@@H]2CCCN2C)=C1,-51.7,42.59,250.29799999999994,250.29799999999994,42.59
10335655,C[C@H](CC=C)C(=O)C1=CC=CC=C1,C=CC[C@@H](C)C(=O)c1ccccc1,-36.3,-148.56,174.243,-174.243,148.56
10336449,CC(C)[C@H](OCC1=CC=CC=C1F)C=O,CC(C)[C@@H](C=O)OCc1ccccc1F,-77.0,-313.14,210.248,-210.248,313.14
10336598,CC[C@H](CC=C)C(=O)C1=CC=CC=C1,C=CC[C@@H](CC)C(=O)c1ccccc1,-26.0,101.47,188.27,188.27,101.47
10337065,CC[C@H]1CC(=O)C2=CC=CC=C2O1,CC[C@H]1CC(=O)c2ccccc2O1,-75.5,-105.89,176.21499999999997,-176.21499999999997,105.89
10337141,CCCCCC[C@H]1O[C@H]1CO,CCCCCC[C@H]1O[C@H]1CO,-2.9,36.84,158.24099999999999,158.24099999999999,36.84
10337340,CCCCCC[C@@H](O)CN(=O)=O,CCCCCC[C@@H](O)C[N+](=O)[O-],-10.97,-35.88,175.22799999999998,-175.22799999999998,35.88
10338317,CC(C)[C@H](OCC1=CC=CC=C1)\C=C\N(=O)=O,CC(C)[C@@H](/C=C/[N+](=O)[O-])OCc1ccccc1,-33.7,-55.1,235.283,-235.283,55.1
10338982,COC(=O)[C@@H](OCC1=C(F)C=CC=C1)C(C)C,COC(=O)[C@@H](OCc1ccccc1F)C(C)C,-64.9,-50.02,240.274,-240.274,50.02
10339744,CC(C)[C@@H](CN(=O)=O)NC(=O)OC(C)(C)C,CC(C)[C@@H](C[N+](=O)[O-])NC(=O)OC(C)(C)C,-21.5,-51.36,232.27999999999997,-232.27999999999997,51.36
10339875,CC[C@H](C)[C@H](OCC1=CC=CC=C1)C(=O)OC,CC[C@H](C)[C@H](OCc1ccccc1)C(=O)OC,-66.7,-281.25,236.31099999999998,-236.31099999999998,281.25
10340371,CC(C)[C@H](OCC1=C(F)C=CC=C1F)C=O,CC(C)[C@@H](C=O)OCc1c(F)cccc1F,-73.1,-145.4,228.23799999999997,-228.23799999999997,145.4
10343305,CC(C)(C)OC(=O)C[C@@H](CO)CC1=CC=CO1,CC(C)(C)OC(=O)C[C@@H](CO)Cc1ccco1,1.32,57.9,240.29899999999998,240.29899999999998,57.9
10343566,CC(C)[C@@H](CN(=O)=O)C1=CNC2=C1C=CC=C2,CC(C)[C@@H](C[N+](=O)[O-])c1c[nH]c2ccccc12,11.5,-52.17,232.28300000000004,-232.28300000000004,52.17
10343968,CC[C@H](C)[C@H](OCC1=CC=CC=C1)\C=C\N(=O)=O,CC[C@H](C)[C@@H](/C=C/[N+](=O)[O-])OCc1ccccc1,-20.1,198.54,249.30999999999997,249.30999999999997,198.54
10344048,CC(C)[C@H](OCC1=CC=CC=C1F)\C=C\N(=O)=O,CC(C)[C@@H](/C=C/[N+](=O)[O-])OCc1ccccc1F,-27.2,-40.6,253.27299999999997,-253.27299999999997,40.6
10345752,CC[C@H](C)[C@H](OCC1=CC(F)=CC(F)=C1)C=O,CC[C@H](C)[C@@H](C=O)OCc1cc(F)cc(F)c1,-65.9,-118.28,242.26499999999996,-242.26499999999996,118.28
10345944,CC[C@H](C)[C@H](OCC1=CC=CC(F)=C1F)C=O,CC[C@H](C)[C@@H](C=O)OCc1cccc(F)c1F,-64.7,72.4,242.26499999999996,242.26499999999996,72.4
10346901,CC(=C)C[C@@]1(C)CCC2=CC=CC=C2C1=O,C=C(C)C[C@@]1(C)CCc2ccccc2C1=O,45.3,84.27,214.308,214.308,84.27
10423922,O[C@@H](CCl)C1=NC=CC=C1,O[C@@H](CCl)c1ccccn1,-39.0,-5.07,157.6,-157.6,5.07
10424106,CNC[C@@H](O)C1=CC=CN=C1,CNC[C@@H](O)c1cccnc1,70.0,91.19,152.19699999999997,152.19699999999997,91.19
10424260,CNC[C@@H](O)C1=NC=CC=C1,CNC[C@@H](O)c1ccccn1,47.5,157.17,152.19699999999997,152.19699999999997,157.17
10424553,CN1C[C@H](OC1=O)C1=CC=CO1,CN1C[C@@H](c2ccco2)OC1=O,107.5,-26.95,167.16399999999996,-167.16399999999996,26.95
10426303,CNC(=O)O[C@@H](CCl)C1=CC=CO1,CNC(=O)O[C@@H](CCl)c1ccco1,-96.5,-9.35,203.625,-203.625,9.35
10426626,CC(=O)C[C@H](C#C)C1=CC=CC=C1,C#C[C@@H](CC(C)=O)c1ccccc1,7.81,142.37,172.227,172.227,142.37
10427453,CCCC[C@@H](O)C1=CC=CC(Cl)=C1,CCCC[C@@H](O)c1cccc(Cl)c1,20.0,122.86,198.69299999999998,198.69299999999998,122.86
10427947,CCCC[C@@H](O)C#CC(=O)OC,CCCC[C@@H](O)C#CC(=O)OC,2.3,-209.05,170.20799999999997,-170.20799999999997,209.05
10428264,C[C@H]([C@@H](CN(=O)=O)C1=CC=CC=C1)N(=O)=O,C[C@H]([C@@H](C[N+](=O)[O-])c1ccccc1)[N+](=O)[O-],8.6,30.57,224.216,224.216,30.57
10428509,CC1=CC=C(C=C1)[C@@](C)(O)C1=CC=CC=C1,Cc1ccc([C@@](C)(O)c2ccccc2)cc1,-7.5,-228.62,212.29200000000003,-212.29200000000003,228.62
10428716,CC1=CC[C@@H](CC1=O)C(=C)CO,C=C(CO)[C@H]1CC=C(C)C(=O)C1,108.9,372.72,166.21999999999997,166.21999999999997,372.72
10428768,CC[C@@H](CN(=O)=O)NC(=O)OC(C)(C)C,CC[C@@H](C[N+](=O)[O-])NC(=O)OC(C)(C)C,-38.0,9.59,218.25299999999996,218.25299999999996,9.59
10430328,CC[C@H]([C@@H](CN(=O)=O)C1=CC=CC=C1)N(=O)=O,CC[C@H]([C@@H](C[N+](=O)[O-])c1ccccc1)[N+](=O)[O-],10.6,37.11,238.24300000000002,238.24300000000002,37.11
10430856,COC1=CC=C(C=C1)[C@@H](O)C1=CC=CC=C1F,COc1ccc([C@@H](O)c2ccccc2F)cc1,-15.41,105.52,232.254,232.254,105.52
10433136,O[C@H]1C[C@H](C2=CC=CC=C12)C1=CC=CC=C1,O[C@H]1C[C@@H](c2ccccc2)c2ccccc21,16.1,-38.97,210.27599999999998,-210.27599999999998,38.97
10436616,CCCCCCC[C@@H](O)C#CC(=O)OC,CCCCCCC[C@@H](O)C#CC(=O)OC,6.95,-218.16,212.289,-212.289,218.16
10439796,CO[C@@]1(C[C@H]2CC[C@]1(C)C2(C)C)C(=O)C=C,C=CC(=O)[C@@]1(OC)C[C@H]2CC[C@]1(C)C2(C)C,27.0,114.06,222.32799999999995,222.32799999999995,114.06
10460119,Cl[H].COC1=CC=C(C=C1)[C@@H](C)N,COc1ccc([C@@H](C)N)cc1.Cl,22.8,-1068.18,187.67000000000002,-187.67000000000002,1068.18
10529888,O[C@H](CN(=O)=O)C1=CC=CN=C1,O=[N+]([O-])C[C@@H](O)c1cccnc1,31.0,-13.46,168.152,-168.152,13.46
10530893,C[C@@H]([C@@H](O)C1=CC=CC=C1)N(=O)=O,C[C@@H]([C@@H](O)c1ccccc1)[N+](=O)[O-],47.2,-54.01,181.19099999999997,-181.19099999999997,54.01
10531445,CCCCCC[C@@H]1C[C@H]1C=O,CCCCCC[C@@H]1C[C@H]1C=O,-26.0,-194.69,154.253,-154.253,194.69
10532705,[H][C@@]12CCCN1C(=O)CN=C2OC,COC1=NCC(=O)N2CCC[C@@H]12,102.0,-137.75,168.196,-168.196,137.75
10536196,O[C@@H]1CCCC[C@@H]1SC1=CC=CC=C1,O[C@@H]1CCCC[C@@H]1Sc1ccccc1,19.7,-96.5,208.32600000000002,-208.32600000000002,96.5
10539332,COC(=O)[C@]1(Cl)CC2=C(C=CC=C2)C1=O,COC(=O)[C@]1(Cl)Cc2ccccc2C1=O,33.5,43.81,224.64300000000003,224.64300000000003,43.81
10654831,CC(=C)C[C@@H](O)CO,C=C(C)C[C@@H](O)CO,-2.7,-96.9,116.15999999999997,-116.15999999999997,96.9
10654928,COC1=CC(=O)N[C@H]1C(C)C,COC1=CC(=O)N[C@H]1C(C)C,9.0,46.48,155.19699999999997,155.19699999999997,46.48
10655167,O[C@H](CN(=O)=O)C1=CC=CS1,O=[N+]([O-])C[C@@H](O)c1cccs1,17.6,-19.34,173.19299999999998,-173.19299999999998,19.34
10655480,C[C@@H]1C[C@@H](O)[C@H](O)CO1,C[C@@H]1C[C@@H](O)[C@H](O)CO1,-34.0,-62.22,132.159,-132.159,62.22
10655481,C[C@@H]1C[C@@H](O)[C@@H](O)CO1,C[C@@H]1C[C@@H](O)[C@@H](O)CO1,-24.55,33.31,132.159,132.159,33.31
10655482,C[C@@H]1C[C@H](O)[C@@H](O)CO1,C[C@@H]1C[C@H](O)[C@@H](O)CO1,43.2,56.73,132.159,132.159,56.73
10656183,O[C@@H](CN(=O)=O)C=CC1=CC=CC=C1,O=[N+]([O-])C[C@H](O)C=Cc1ccccc1,-9.5,-68.36,193.202,-193.202,68.36
10657043,COC1=CC=C(C=C1)[C@@H]1O[C@H]1CO,COc1ccc([C@@H]2O[C@H]2CO)cc1,-12.7,-59.23,180.20299999999997,-180.20299999999997,59.23
10657104,O[C@H](CN(=O)=O)C1=CC=CC(Cl)=C1,O=[N+]([O-])C[C@@H](O)c1cccc(Cl)c1,37.1,7.16,201.60899999999998,201.60899999999998,7.16
10658406,O[C@H](CN(=O)=O)C1=CC=CC(O)=C1,O=[N+]([O-])C[C@@H](O)c1cccc(O)c1,27.5,-128.31,183.16299999999998,-183.16299999999998,128.31
10658644,C=CC[C@H](OCC#C)C1=CC=CO1,C#CCO[C@@H](CC=C)c1ccco1,-78.5,-260.85,176.215,-176.215,260.85
10659253,CC(C)([C@@H](CN(=O)=O)C1=CC=CC=C1)N(=O)=O,CC(C)([C@@H](C[N+](=O)[O-])c1ccccc1)[N+](=O)[O-],14.5,-14.06,238.24300000000002,-238.24300000000002,14.06
10660562,[H][C@@]12CN3C(=O)OC[C@]3([H])[C@]1([H])OC(C)(C)O2,CC1(C)O[C@H]2[C@H]3COC(=O)N3C[C@H]2O1,-19.8,-31.35,199.206,-199.206,31.35
10660724,O[C@H](CN(=O)=O)C1=CC=CC(=C1)N(=O)=O,O=[N+]([O-])C[C@@H](O)c1cccc([N+](=O)[O-])c1,30.8,-38.61,212.16099999999997,-212.16099999999997,38.61
10661880,COC1=CC=C(C=C1)[C@@H](O)C1=CC=CC=C1C,COc1ccc([C@@H](O)c2ccccc2C)cc1,-12.03,658.57,228.291,228.291,658.57
10663452,CCCCC(=O)O[C@H](C)C1=CC=C(C)C=C1,CCCCC(=O)O[C@H](C)c1ccc(C)cc1,71.3,135.83,220.31199999999998,220.31199999999998,135.83
10664286,CCCCC(=O)O[C@H](C)C1=CC=C(OC)C=C1,CCCCC(=O)O[C@H](C)c1ccc(OC)cc1,95.7,185.68,236.31099999999998,236.31099999999998,185.68
10664546,COC1=CC=C(C=C1)[C@H](O)C1CCCCC1,COc1ccc([C@H](O)C2CCCCC2)cc1,24.1,88.51,220.31199999999993,220.31199999999993,88.51
10675912,C=C1CCC[C@@]11CCC2=CC=CC=C2C1=O,C=C1CCC[C@@]12CCc1ccccc1C2=O,4.0,-81.19,212.292,-212.292,81.19
10677419,O[C@H](C1CCCCC1)C1=CC=C2C=CC=CC2=C1,O[C@@H](c1ccc2ccccc2c1)C1CCCCC1,29.0,164.72,240.34599999999992,240.34599999999992,164.72
11006775,C[C@H](CCC1=CC=CC=C1)CC=O,C[C@@H](CC=O)CCc1ccccc1,22.8,-114.39,176.25900000000001,-176.25900000000001,114.39
11007916,[H][C@]12CC(C)(C)[C@@]1([H])CCCC2=O,CC1(C)C[C@@H]2C(=O)CCC[C@@H]21,163.0,202.38,152.237,152.237,202.38
11025267,O[C@@H](CC=C)[C@H]1CO1,C=CC[C@H](O)[C@H]1CO1,26.5,219.9,114.14399999999998,114.14399999999998,219.9
11044228,CCCCCCC[C@@H](O)CN(=O)=O,CCCCCCC[C@@H](O)C[N+](=O)[O-],-5.3,116.47,189.255,189.255,116.47
11044588,COC(=O)[C@@H]1CC(=C)C(=O)N1C(=O)OC(C)(C)C,C=C1C[C@@H](C(=O)OC)N(C(=O)OC(C)(C)C)C1=O,-17.5,-37.2,255.26999999999995,-255.26999999999995,37.2
11064638,COC(CN[C@@H](CO)C(=O)OC)OC,COC(=O)[C@H](CO)NCC(OC)OC,-5.8,-52.2,207.22599999999997,-207.22599999999997,52.2
11080510,CC(=O)N[C@H](CN(=O)=O)C1=CC=CC=C1,CC(=O)N[C@H](C[N+](=O)[O-])c1ccccc1,73.0,-17.63,208.217,-208.217,17.63
11081893,C[C@H]1CC2=C(O1)C=CC=C2,C[C@H]1Cc2ccccc2O1,-11.8,-44.62,134.17799999999997,-134.17799999999997,44.62
11083822,COC1=C(C=CC=C1)[C@@H](O)C1=CC=C(C)C=C1,COc1ccccc1[C@@H](O)c1ccc(C)cc1,40.56,70.9,228.291,228.291,70.9
11083825,COC1=CC=C(C=C1)[C@@H](O)C1=CC=C(C)C=C1,COc1ccc([C@@H](O)c2ccc(C)cc2)cc1,-8.15,431.73,228.291,228.291,431.73
11088542,[H][C@@]12CS[C@@H](OC(C)=O)[C@]1([H])OC(C)(C)O2,CC(=O)O[C@@H]1SC[C@H]2OC(C)(C)O[C@@H]12,-258.15,-181.5,218.274,-218.274,181.5
11088556,[H][C@@]12CS[C@@]([H])([C@@H](O)CO)[C@]1([H])OC(C)(C)O2,CC1(C)O[C@H]2[C@H]([C@@H](O)CO)SC[C@H]2O1,-96.04,-42.21,220.28999999999996,-220.28999999999996,42.21
11100875,O[C@H](CN(=O)=O)C1=CC=C(C=C1)C(F)(F)F,O=[N+]([O-])C[C@@H](O)c1ccc(C(F)(F)F)cc1,31.8,-43.09,235.16099999999994,-235.16099999999994,43.09
11101893,C[C@H](CC(=O)N1CCOC1=O)SCCO,C[C@H](CC(=O)N1CCOC1=O)SCCO,7.8,-48.16,233.289,-233.289,48.16
11134524,COC1=CC(=CC=C1)[C@H](O)CN(=O)=O,COc1cccc([C@H](O)C[N+](=O)[O-])c1,35.7,66.69,197.18999999999997,197.18999999999997,66.69
11134526,CC1=CC(=CC=C1)[C@H](O)CN(=O)=O,Cc1cccc([C@H](O)C[N+](=O)[O-])c1,35.2,-0.06,181.19099999999997,-181.19099999999997,0.06
11140695,CCO[C@@H]1OC(C(=O)OCC)=C(C)C[C@@H]1C,CCOC(=O)C1=C(C)C[C@H](C)[C@H](OCC)O1,-117.0,-199.58,228.28799999999998,-228.28799999999998,199.58
11140751,[H][C@@](CC)(O[C@]([H])(CC=C)C(=O)N(C)C)[C@@H](O)CC=C,C=CC[C@@H](O[C@@H](CC)[C@@H](O)CC=C)C(=O)N(C)C,69.9,-182.91,255.35799999999995,-255.35799999999995,182.91
11140752,[H][C@@](CC)(O[C@@]([H])(CC=C)C(=O)N(C)C)[C@@H](O)CC=C,C=CC[C@H](O[C@@H](CC)[C@@H](O)CC=C)C(=O)N(C)C,-13.9,78.61,255.35799999999995,255.35799999999995,78.61
11140783,CC[C@H](OCC(=O)N(C)C)[C@@H](O)CC=C,C=CC[C@H](O)[C@H](CC)OCC(=O)N(C)C,72.4,25.02,215.29299999999995,215.29299999999995,25.02
11150316,CC[Si](CC)(CC)O[C@@H]1C[C@H](O)C=C1,CC[Si](CC)(CC)O[C@H]1C=C[C@@H](O)C1,17.2,-50.13,214.381,-214.381,50.13
11150317,CC[Si](CC)(CC)O[C@@H]1CC(=O)C=C1,CC[Si](CC)(CC)O[C@H]1C=CC(=O)C1,41.3,45.96,212.36499999999998,212.36499999999998,45.96
11159928,COC1=CC=C2[C@@H](CC(=O)C2=C1)C1=CC=CC=C1,COc1ccc2c(c1)C(=O)C[C@H]2c1ccccc1,43.4,264.35,238.286,238.286,264.35
11167172,CCCCCCCC[C@@H](O)CN(=O)=O,CCCCCCCC[C@@H](O)C[N+](=O)[O-],-5.5,-82.04,203.28199999999998,-203.28199999999998,82.04
11170259,CO[C@@H](C=C)[C@@H](C)C(\OC)=C/C(=O)OC,C=C[C@H](OC)[C@@H](C)/C(=C\C(=O)OC)OC,147.33,329.32,214.26099999999997,214.26099999999997,329.32
11206645,[H][C@@]12CC(=O)O[C@@]([H])(C1)[C@@H](O)[C@H](O2)C1=CC=CC=C1,O=C1C[C@@H]2C[C@H](O1)[C@@H](O)[C@@H](c1ccccc1)O2,-41.0,78.93,234.251,234.251,78.93
11222204,CC(=O)OC[C@H]1O[C@H](C[C@@H]1OC(C)=O)C#C,C#C[C@H]1C[C@H](OC(C)=O)[C@@H](COC(C)=O)O1,58.3,100.33,226.22799999999995,226.22799999999995,100.33
11222207,CC(=O)OC[C@H]1O[C@@H](C[C@@H]1OC(C)=O)C#C,C#C[C@@H]1C[C@H](OC(C)=O)[C@@H](COC(C)=O)O1,35.69,-9.18,226.22799999999995,-226.22799999999995,9.18
11224141,[H][C@]12CCC(=O)N1CCC1=CC(OC)=C(OC)C=C21,COc1cc2c(cc1OC)[C@H]1CCC(=O)N1CC2,171.9,358.29,247.29399999999993,247.29399999999993,358.29
11227656,COC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C1C=CC=C2,COc1ccc([C@@H]2CC(=O)c3ccccc32)cc1,59.1,146.15,238.286,238.286,146.15
11227657,ClC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C1C=CC=C2,O=C1C[C@@H](c2ccc(Cl)cc2)c2ccccc21,48.5,193.95,242.705,242.705,193.95
11252472,COC1=CC=C(CO[C@H]2O[C@H](C)C(=O)C=C2)C=C1,COc1ccc(CO[C@@H]2C=CC(=O)[C@@H](C)O2)cc1,-53.0,326.99,248.278,248.278,326.99
11252473,COC1=CC=C(CO[C@H]2O[C@H](C)[C@@H](O)C=C2)C=C1,COc1ccc(CO[C@@H]2C=C[C@H](O)[C@@H](C)O2)cc1,21.4,268.13,250.294,250.294,268.13
11276464,[H][C@]12CCC(C)=C(C1)CCCC2=O,CC1=C2CCCC(=O)[C@@H](CC1)C2,24.1,12.76,164.24799999999996,164.24799999999996,12.76
11287951,CC[C@@H]([C@@H](O)C1=CC=CC=C1)N(=O)=O,CC[C@@H]([C@@H](O)c1ccccc1)[N+](=O)[O-],36.8,-27.08,195.218,-195.218,27.08
11287958,C[C@@H]([C@@H](O)C1=CC=C(Cl)C=C1)N(=O)=O,C[C@@H]([C@@H](O)c1ccc(Cl)cc1)[N+](=O)[O-],33.1,-51.18,215.636,-215.636,51.18
11298638,CCOC(=O)\C=C\[C@H](C)[C@H](CC)OC,CCOC(=O)/C=C/[C@H](C)[C@H](CC)OC,-30.75,-48.42,200.27799999999996,-200.27799999999996,48.42
11591710,CCOC(=O)[C@@H](C)OC1=CC=C(Cl)C(C)=C1,CCOC(=O)[C@@H](C)Oc1ccc(Cl)c(C)c1,27.65,135.71,242.702,242.702,135.71
11757382,OCCOC(=O)[C@H]1[C@@H]2C[C@H](F)C(=O)[C@H]12,O=C(OCCO)[C@H]1[C@@H]2C[C@H](F)C(=O)[C@@H]21,-9.98,-31.96,202.18099999999995,-202.18099999999995,31.96
11885307,OC[C@@H]1CSC2=CC=CC=C2O1,OC[C@@H]1CSc2ccccc2O1,38.1,-18.2,182.244,-182.244,18.2
12372530,[H][C@@]12CCCC[C@@]([H])(C=C1)N(O2)C1=CC=CC(C)=N1,Cc1cccc(N2O[C@H]3C=C[C@@H]2CCCC3)n1,-77.0,38.19,230.31099999999998,230.31099999999998,38.19
13167772,O[C@@H]1COC[C@H]1Br,O[C@@H]1COC[C@H]1Br,-27.6,-98.91,167.002,-167.002,98.91
13435889,O=C1NN[C@H]([C@@H]1C1=CC=CC=C1)C1=CC=CC=C1,O=C1NN[C@@H](c2ccccc2)[C@@H]1c1ccccc1,106.7,173.12,238.29000000000002,238.29000000000002,173.12
13501777,C[C@@H](O)C1=CC(F)=C(F)C=C1,C[C@@H](O)c1ccc(F)c(F)c1,27.4,56.32,158.147,158.147,56.32
13768931,COC1=CC=C(C=C1)N1C[C@@](C)(CO)OC1=O,COc1ccc(N2C[C@@](C)(CO)OC2=O)cc1,11.3,8.51,237.255,237.255,8.51
14318500,CC(C)[C@@H](N)C(=O)NCCC1=CC=CC=C1,CC(C)[C@@H](N)C(=O)NCCc1ccccc1,32.9,81.9,220.316,220.316,81.9
14318522,CC(C)[C@@H](N)C(=O)NC1=CC=CC=C1,CC(C)[C@@H](N)C(=O)Nc1ccccc1,82.5,21.74,192.26200000000003,192.26200000000003,21.74
14613045,ClC1=CC2=C(C=C1)[C@@H](CC2=O)C1=CC=CC=C1,O=C1C[C@@H](c2ccccc2)c2ccc(Cl)cc21,55.6,225.63,242.70499999999998,242.70499999999998,225.63
15036307,OCCC[C@@H](O)C1=CC=C(F)C=C1,OCCC[C@@H](O)c1ccc(F)cc1,44.1,111.94,184.20999999999998,184.20999999999998,111.94
15561734,CN1CCC[C@H]1C1=CN=C2OC3=C(C=CC=C3)C2=C1,CN1CCC[C@H]1c1cnc2oc3ccccc3c2c1,-131.0,-171.65,252.317,-252.317,171.65
15630896,C[C@@H](N)C1=CC=C(Br)C=N1,C[C@@H](N)c1ccc(Br)cn1,13.7,8.87,201.06699999999998,201.06699999999998,8.87
15744384,O[C@@H](CN(=O)=O)C1=COC=C1,O=[N+]([O-])C[C@H](O)c1ccoc1,-18.2,63.96,157.12499999999997,157.12499999999997,63.96
15744901,[H][C@]12COC(=O)N1[C@H](CO)C=C2,O=C1OC[C@@H]2C=C[C@@H](CO)N12,-169.0,-94.88,155.153,-155.153,94.88
15746539,C[C@]12CCCC(=O)N1CCC1=C2NC2=CC=CC=C12,C[C@]12CCCC(=O)N1CCc1c2[nH]c2ccccc12,157.7,260.93,254.33300000000003,254.33300000000003,260.93
15753297,CC[C@H](CC=O)N1C(=O)CCC1=O,CC[C@H](CC=O)N1C(=O)CCC1=O,17.5,-48.95,183.20699999999997,-183.20699999999997,48.95
15753301,CCC[C@H](CC=O)N1C(=O)CCC1=O,CCC[C@H](CC=O)N1C(=O)CCC1=O,17.5,153.3,197.23399999999995,197.23399999999995,153.3
15753309,CC\C=C/CC[C@H](CC=O)N1C(=O)CCC1=O,CC/C=C\CC[C@H](CC=O)N1C(=O)CCC1=O,27.3,-26.77,237.29899999999995,-237.29899999999995,26.77
15759719,C=CCCCC#CN1[C@@H](COC1=O)C1=CC=CC=C1,C=CCCCC#CN1C(=O)OC[C@H]1c1ccccc1,-123.0,71.69,255.317,255.317,71.69
15765539,COC1=CC=C(C=C1)[C@@H](O)C1=CC=C(Cl)C=C1,COc1ccc([C@@H](O)c2ccc(Cl)cc2)cc1,-34.09,-359.03,248.709,-248.709,359.03
15802390,O[C@@H](C#N)C1=C(Br)C=CC=C1,N#C[C@H](O)c1ccccc1Br,-4.6,-109.35,212.04599999999996,-212.04599999999996,109.35
15806196,CC(C)C[C@@H](CN(=O)=O)NC(=O)OC(C)(C)C,CC(C)C[C@@H](C[N+](=O)[O-])NC(=O)OC(C)(C)C,-40.0,-29.72,246.307,-246.307,29.72
15807826,CCOC(=O)[C@](O)(CN(=O)=O)C(C)C,CCOC(=O)[C@](O)(C[N+](=O)[O-])C(C)C,17.9,-146.95,205.20999999999998,-205.20999999999998,146.95
15807838,CCOC(=O)[C@](O)(CN(=O)=O)C1CCCCC1,CCOC(=O)[C@](O)(C[N+](=O)[O-])C1CCCCC1,17.3,-62.57,245.27499999999992,-245.27499999999992,62.57
