run_id,name,epoch,val_score_best,lr,n_s,n_v,noH,arch,seed,radius,dataset,features,geometry,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,graph_method,weight_decay,max_neighbors,n_conv_layers,target_column,classification,distance_emb_dim,test_rmse,test_score
2muggmf9,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,312,1.1481854915618896,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/9_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.6013997793197632,1.175503492355347
8vqd75fh,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,392,1.1209566593170166,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/7_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.698457956314087,1.1972051858901978
flwhav8j,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,325,1.1331731081008911,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/0_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.864615559577942,1.3388036489486694
fqditwrj,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,297,1.0633333921432495,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/3_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.7510331869125366,1.2639694213867188
npgmtaur,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,256,1.0633362531661987,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/6_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.8638049364089968,1.2336541414260864
ol5y5afi,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,367,1.106544852256775,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/5_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.9641743898391724,1.3411675691604614
orrjqpiw,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,296,1.0853115320205688,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/2_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.6882306337356567,1.175573468208313
xd31j5hh,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,329,1.0996391773223877,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/4_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.5766053199768066,1.0509164333343506
xtq8qss6,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,396,1.1116575002670288,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/1_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.739830493927002,1.215582013130188
yiq2ve7f,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d16-l3-energy-node,239,1.061166524887085,0.001,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/8_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,50,3,HOMO,False,16,1.8953129053115845,1.3146235942840576
1b1iw40o,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,378,0.9689996242523192,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/9_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,1.5463922023773191,0.929336667060852
2nhplmh3,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,472,0.9355663657188416,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/1_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,1.9115434885025024,1.1463016271591189
47cmvq7w,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,433,0.9237857460975648,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/8_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,1.822742819786072,1.1304277181625366
5kn9gorm,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,433,0.956526517868042,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/6_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,2.0651636123657227,1.155111312866211
5yizfu6l,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,483,1.0536766052246094,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/7_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,1.8575888872146609,1.1172921657562256
cpaf072t,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,328,1.0685874223709106,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/0_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,1.944076418876648,1.2037590742111206
e0p9b903,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,328,0.968959629535675,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/3_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,1.7784913778305054,1.1163996458053589
nbok02pt,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,371,1.0478228330612185,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/2_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,1.872020959854126,1.0908540487289429
wrc2m279,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,451,0.9535428881645204,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/4_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,1.854876160621643,1.0728164911270142
x3nufu6v,cv10-TMGSspinPlus-HOMO-inv-noH-ns64-d32-l3-vector_masked-node,512,1.045251727104187,0.001,64,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/5_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,False,32,2.0295541286468506,1.2981643676757812
1a1mtieb,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,330,1.1958136558532717,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/9_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,1.7477251291275024,1.1765300035476685
1me7xccu,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,249,1.0847516059875488,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/2_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,1.861806869506836,1.2305216789245603
23p7v76d,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,206,1.2247949838638306,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/3_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,2.1476407051086426,1.2951538562774658
ctglshil,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,346,1.2115167379379272,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/1_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,2.19254732131958,1.4151901006698608
plrokdub,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,190,1.1617136001586914,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/4_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,2.136139392852783,1.2875843048095703
qmagt3br,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,204,1.1255229711532593,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/0_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,2.2734925746917725,1.4562426805496216
r71khlte,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,185,1.1113030910491943,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/5_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,2.090670585632324,1.4919644594192505
sycj3s93,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,273,1.21091890335083,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/6_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,2.0649547576904297,1.3297162055969238
tk6elucw,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,202,1.1693894863128662,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/7_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,1.8347612619400024,1.3039268255233765
x5rcvgfd,cv10-TMGSspinPlus-LUMO-inv-noH-ns48-d64-l3-vector_masked-node,194,1.1752817630767822,0.0005,48,0,True,normal,123,5.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/8_test_indices.txt,node,0.0,True,vector_masked,0.8,torchchem_v1,0.0,50,3,LUMO,False,64,2.0632922649383545,1.393657088279724
3wich8sp,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,337,1.1486973762512207,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/4_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.659396052360535,1.1979453563690186
4w93uea3,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,228,1.2194916009902954,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/3_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.7572191953659058,1.3427139520645142
7co0t34v,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,276,1.1260504722595217,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/2_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.6561821699142456,1.1773598194122314
a2pnav4w,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,263,1.1576228141784668,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/1_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,2.121976375579834,1.4801052808761597
b1r6xo3k,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,259,1.17695951461792,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/9_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.6128934621810913,1.2217541933059692
c3pd9x3e,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,294,1.1011643409729004,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/8_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.7616311311721802,1.2392234802246094
dii6nig5,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,420,1.1652984619140625,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/0_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.974196195602417,1.3713773488998413
e0iex0zp,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,286,1.2177001237869265,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/7_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.8308134078979488,1.3677412271499634
o4rjr17x,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,359,1.119632124900818,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/5_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.8195037841796875,1.3146395683288574
xycniphq,cv10-TMGSspinPlus-LUMO-inv-noH-ns64-d32-l3-energy-both,398,1.1383723020553589,0.0005,64,0,True,normal,123,2.5,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/6_test_indices.txt,both,0.1,True,energy,0.8,torchchem_v1,0.001,25,3,LUMO,False,32,1.7803900241851809,1.2504397630691528
1o00jn3r,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,507,1.970898151397705,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/4_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,2.260714292526245,1.6260496377944946
7j00bjna,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,470,1.8030065298080444,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/0_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,3.262956142425537,2.344754219055176
avw1gutt,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,276,1.873010754585266,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/5_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,2.8756303787231445,2.056593179702759
f8bqxpd3,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,359,1.939977765083313,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/7_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,3.1788594722747803,2.1011526584625244
klsqt7wj,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,345,2.012935876846313,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/8_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,2.601952314376831,1.7852123975753784
nyha7eec,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,321,1.9746636152267456,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/9_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,2.992434024810791,1.9836411476135256
sgcx0jql,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,401,1.97044837474823,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/1_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,3.3999783992767334,2.114154577255249
t4xa153y,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,413,1.9468148946762085,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/3_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,2.7829949855804443,1.880561351776123
v4skf2ze,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,339,1.9755948781967163,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/6_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,2.852330207824707,1.7547050714492798
y6zmbosp,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-energy-node,284,1.968616247177124,0.001,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/2_test_indices.txt,node,0.05,True,energy,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,2.822842836380005,2.0439772605896
3a13jec1,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-vector_masked-node,455,1.9785397052764893,0.0005,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/3_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,2.8695173263549805,1.997253060340881
40nkym3z,cv10-TMGSspinPlus-dipole_moment_Debye-inv-noH-ns64-d16-l3-vector_masked-node,444,1.8938331604003904,0.0005,64,0,True,normal,123,10.0,data/yuri/dataloader_yuri.py:TMGSspinPlus,torchchem_v1,default,test:data/yuri/splits/2_test_indices.txt,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,False,16,3.030012607574463,2.169920921325684
